title,company,location,description
Budget Analyst,State of Montana,"Helena, MT","**Budget Analyst** **-** **(****24140747****)**  

**Position Title: Budget Analyst**

The **Montana Department of Transportation (MDT)** is recruiting for a Budget Analyst. This position is responsible for conducting budget development, implementation and monitoring tasks, as well as providing financial and program analyses and reporting for multiple programs within the department. Other duties include developing and implementing fiscal policies and systems, conducting research, and providing professional financial assistance and reporting to other budget analysts, program management, and accounting staff for budgetary functions and related activities. This position is part of a career ladder with career advancement opportunities. This position reports to the State Appropriations Management Supervisor and does not supervise others. **The first review of applications will take place on March 27, 2024.**  



For a full job description, please contact Alycia Gereg at agereg@mt.gov.  


**Benefits of working for MDT and the State of Montana include:**
* Culture of public service and a commitment to work/life balance


* Potential hybrid remote work arrangement available
* Health, Dental, and Vision Insurance


* Access to Montana Health Centers, low-cost clinics for state employees and their families


* State Retirement plan and additional savings opportunities (deferred compensation)


* Employees in this position receive overtime compensation or compensatory time for all time in a pay status over 40 hours in a workweek


* Paid vacation, sick leave, and holidays


* Eligibility for Public Service Student Loan Forgiveness


* Benefits apply on first day of employment


* Relocation assistance may be offered to the successful candidate at the time of offer

  



For information on the Montana Department of Transportation’s mission, vision, and values, please visit our website: https://www.mdt.mt.gov/about.aspx#values **Required Education and Experience:**
* Bachelor’s degree in Business or a related field required for all levels.


* Level 1: 1 year of related experience.
* Level 2: 2 years of related experience.
* Level 3: MDT or state budget and fiscal experience.

  


**Knowledge, Skills, and Abilities:**
* Knowledge of state accounting and budgeting requirements. Ability to formulate useful recommendations based on analysis of financial transactions.



**Required Application Materials:**
* A cover letter of no more than two pages addressing your qualifications for the position.

  



Your online application and all required materials must be submitted before midnight on the closing date. Ensure all materials submitted are selected as “Relevant.”  



If you need an accommodation with the application process, please contact the HR representative listed below.  


**Other Information:**  



This position is being posted in accordance with the bargaining unit agreement. Non-bargaining unit employees or employees of another bargaining unit may apply. If the position is not filled with a bargaining unit applicant, the non-bargaining unit applicants may be considered. However, bargaining unit applicants will have preference.  


The Montana Department of Transportation is an equal opportunity employer. Women, racial and ethnic minorities, people with disabilities, and veterans and disabled veterans are encouraged to apply. People with disabilities needing assistance in the application process, or those needing this job announcement in an alternative format may call the Human Resources and Occupational Safety Division, at 406.444.6054.  



The Montana Department of Transportation (MDT) is committed to continuous improvement of our employee safety program and our safety and health processes, and to achieving an injury-free workplace.  

**Applicant Pool Statement****:** If another department vacancy occurs in this job title within six months, the same applicant pool may be used for the selection.
**Training Assignment****:** This agency may use a training assignment. Employees in training assignments may be paid below the base pay established by the agency pay rules. Conditions of the training assignment will be stated in writing at the time of hire.  

**Salary: $** 30.26 - 32.95 Hourly  

**Telework Eligibility****:** Telework Eligible (Full-time telework is not available. Telework schedule must be supervisor approved.)
**Benefits Package Eligibility****:** Health Insurance, Paid Leave & Holidays, Retirement Plan  

**Number of Openings****:** 1
**Employee Status****:** Regular
**Schedule****:** Full-Time
**Job Type****:** Standard
**Shift****:** Day Job
**Travel****:** No  

**Primary Location****:** Helena  

**Agency****:** Department of Transportation
**Union****:** Montana Federation of Public Employees  

**Posting Date****:** Mar 11, 2024, 5:07:30 PM
**Closing Date (based on your computer's timezone)**: Ongoing
**Required Application Materials****:** Cover Letter  

**Contact Name****:** Alycia Gereg | **Contact Email****:** agereg@mt.gov | **Contact Phone****:** 406-475-1712"
Accounting/Fiscal Policy Analyst,State of Montana,"Helena, MT","**Accounting/Fiscal Policy Analyst (04703)** **-** **(****24140689****)**  


This position is open until filled, and the first review of applications will be March 20, 2023. Please submit the following required documents on the State of Montana Careers website:


**Resume - Please include dates of employment and your supervisor’s name/phone number for each position.**


**Cover Letter**



When submitting the required documents, you must check the “relevant document” box to ensure your attachments are uploading correctly to the specific application for this position. Documents not requested will not be considered in the recruitment process. The Judicial Branch is an equal opportunity employer. Women, minorities, and people with disabilities are encouraged to apply.



An employee new to the Judicial Branch will serve a one-year probationary period. The successful applicant will be subject to a criminal background check. Travel may be required and working hours may include evenings & weekends.



For a complete job description, please email katie.erickson@mt.gov



The Montana Judicial Branch offers a variety of opportunities to help you make a difference in your community, and further your career. As a service-oriented employer, we seek employees with a passion for customer service to help us fulfill our mission to provide an independent, accessible, responsive, impartial, and timely forum to resolve disputes; to preserve the rule of law; and to protect the rights and liberties guaranteed by the Constitutions of the United States and Montana.


**Benefits of working for the Judicial Branch:**


* Work/life balance
* Family friendly policies
* Dedicated and caring colleagues
* Health coverage
* Retirement plans
* Paid vacation, sick leave, and Holidays (combination of up to 38 per year)
* Opportunities and room for professional growth
* Public Service Loan Forgiveness - Employment with the State of Montana may qualify you to receive student loan forgiveness under the PSLF


This position is in Helena, MT. Helena exists as a crossroads between past and present, tame and untamed, mountainous wilderness and hometown warmth. A place where you can hike for miles without seeing a soul, stroll through our charming downtown, and enjoy breweries with breathtaking views—all in the same day.



From the early roots of Blackfeet, Salish, Crow, and Bannock tribes who found this land abundant with bison and natural resources - to the four lucky prospectors who, in their last efforts, struck gold in 1864 - Helena is a place rich with history, beauty, and life. Learn more by visiting https://www.visitmt.com/
 

**Job Overview:**



This is an advanced professional level accounting work for the Administrative Services Division of the Montana State Court Administrator’s office. Work involves responsibility for all financial and grant activities.



The accounting activity carried out by the position is a key financial function of the State Court Administrator’s office and involves complex programmatic/accounting and reporting. The position exercises independent judgment regarding allocations, distributions, and feasibility of applications and is responsible for evaluation of budget and finance functions and activities as well as accounting for funds in accordance with established statutes, court rules, policies, procedures, and regulations. Supervision is generally not exercised but may be done on a project basis.



The Division Director reviews work based on final reports and audits.


**Job Duties:**


* Prepares financial reports using knowledge of State of Montana SABHRS, federal grant regulations, contract requirements, internal policies, and financial accounting standards.
* Provides accurate and reliable financial data, including long-range financial forecasts, to manage budgets, funds, and grants.
* Prepares monthly financial analyses of selected accounting entities by analyzing spreadsheets and other data; prepares financial analyses of SABHRS information associated with the preparation of financial reports in accordance with grant or contract requirements.
* Reviews and analyzes Supreme Court and District Court accounting systems, practices and procedures and makes recommendations for improvements and corrective actions.
* Develops and reviews budget and finance reports, administrative orders, court rules, policies, and procedures.
* Compiles and analyzes budget and finance reports and court audit information to monitor expenditures, make recommendations, and plan for future court expenditures.
* Reviews court financial transactions for compliance with regulations and budgetary limitations.
* Designs spreadsheets and systems to comply with reporting requirements by researching requirements and applying knowledge of accounting programs and their applications. Prepares documentation to establish or modify accounting spreadsheet applications to implement changes.
* Updates and maintains accounting applications (data bases, systems, procedures, etc.).
* Recommends District Court financial recordkeeping practices to the Supreme Court; conducts audits upon request to improve financial structures, processes and procedures.
* Assists in developing and adopting budget and financial policies and procedures for administration of state funding of the District Courts.
* Assists in establishing procedures for the distribution and accountability of monies in legal assistance for indigent victims of domestic violence accounts.
* Provides staff assistance and support to committees and workgroups involving court budget and finance issues; researches and responds to inquiries from the Legislative Auditor and Fiscal Analysts and acts as liaison during audits.


**Knowledge, Skills, and Abilities (Behaviors):**


* Considerable knowledge of governmental accounting.
* Considerable knowledge of the concepts and theories of financial reporting requirements.
* Considerable knowledge of the accounting requirements of extensive and complex programs related to the state funding, grants, and other fund sources.
* Considerable knowledge of the principles and practices of public and business administration, budgeting and financial management, governmental and cost accounting, fiscal policy including sources of revenue, auditing, and court funding.
* Considerable knowledge of the legal requirements and regulations affecting fiscal management, planning, and implementation.
* Considerable knowledge of automated financial management systems.
* Considerable knowledge of the State of Montana SABHRS system or similar system.
* Ability to apply accounting principles and techniques.
* Ability to prepare financial statements and technical reports in accordance with regulations and requirements.
* Ability to manage funds and monitor expenditures.
* Ability to analyze, audit and interpret accounting records, financial statements, and budget and accounting reports for completion, accuracy, and recommend effective courses of action.
* Ability to maintain accurate and up-to-date records and documentation.
* Skill in the operation of personal computer equipment.
* Skill in utilizing spreadsheet, word processing, and graphic software applications.
* Experience working with the SABHRS system is preferred.


**Working Conditions:**



Work is performed primarily in an office setting.


**Physical Demands:** Work is essentially sedentary with occasional walking, standing, bending, and carrying items under 25 pounds.

  



**Minimum Qualifications (Education and Experience):**


* A bachelor’s degree in public or business administration, finance, accounting, or closely related field


* Considerable progressively responsible government budgeting and accounting experience in an automated environment.


* Montana driver’s license; proof of insurance if using a personal vehicle on State business.

  

**Applicant Pool Statement****:** If another department vacancy occurs in this job title within six months, the same applicant pool may be used for the selection.
**Training Assignment****:** Not Applicable  

**Salary: $** 28.55 - 28.55 Hourly  

**Telework Eligibility****:** Not Telework Eligible
**Benefits Package Eligibility****:** Health Insurance, Paid Leave & Holidays, Retirement Plan  

**Number of Openings****:** 1
**Employee Status****:** Regular
**Schedule****:** Full-Time
**Job Type****:** Standard
**Shift****:** Day Job
**Travel****:** No  

**Primary Location****:** Helena  

**Agency****:** Judicial Branch
**Union****:** 000 - None  

**Posting Date****:** Mar 5, 2024, 8:58:09 AM
**Closing Date (based on your computer's timezone)**: Ongoing
**Required Application Materials****:** Cover Letter, Resume, References  

**Contact Name****:** Katie Erickson | **Contact Email****:** Katie.Erickson@mt.gov | **Contact Phone****:** 406-841-2965"
Corporate Senior Third-Party Risk Analyst,Glacier Bancorp,"Helena, MT","**About The Role** **Summary:**  

The Senior Third-Party Risk Analyst will report to the Corporate Third-Party Risk Manager, who is responsible for the Third-Party Risk Management (TPRM) program. The individual in this role will take a lead position and utilize critical thinking, problem-solving, analytical, and organizational skills to manage and enhance the current TPRM program. The individual will collaborate with other Third-Party Risk Analysts and provide thought leadership for all aspects of the TPRM process, including assisting with program governance, compliance with applicable laws and regulations, and the design and implementation of enhancements to the program. This position will also play a significant role in managing and coordinating all aspects of the third-party life cycle, including planning, ongoing monitoring, due diligence, and off-boarding.
The Senior Third-Party Risk Analyst will help ensure that third-party relationships are accurately risk-rated and documented in the bank's third-party risk management system. The role also entails providing direction and supervision for the contract process, including reviewing required contract provisions and information security controls, effective challenge, execution, and contract management  

The position is part of our Enterprise Risk Management team, which assists senior management and the board of directors in assessing, identifying, mitigating, and monitoring the corporation’s key risks protecting the long-term safety and soundness of the company. The department is fast-paced and always evolving which requires the incumbent to maintain focus and productivity amidst competing priorities. **This is a Corporate position which may be located at an available bank division location across our eight-state footprint in AZ, CO, ID, MT, NV, UT, WA, or WY. The mid-rate for this position is $90,285.74 +** **/ per year. (****calculated for Spokane, WA****).** **All compensation offers are analyzed individually and take into consideration multiple factors including but not limited to geographic location, years of experience, and educational background.** **Description:*** Develop and implement enhancements to the overall TPRM Program, including updates to policies and procedures, utilizing the third-party risk management system for all phases of the third- party life cycle and ensuring compliance with applicable third-party regulations and current cyber-risk mitigation strategies. Lead program improvements to outline which third parties have access to our sensitive customer, employee, and bank information along with third- party access to our systems. Active participation in the development, maturation, and maintenance of the TPRM Program, including the TPRM policy, risk appetite, and related metrics. Implement improvements to the overall third-party risk management program, including program governance, policies, procedures, templates, technology, training, and communication.
* Provide Program guidance for risk-based due diligence reviews that measure, monitor, and mitigate the risks associated with ongoing third-party and fourth-party relationships. Utilize the bank’s risk profile framework to assess the inherent risk of third parties and accurately risk-rate the third parties, paying particular attention to third-party risks such as operational, information security, cyber and compliance risk. Utilize software to capture, categorize and risk score vendors. Partner with Third Party Relationship Owners to facilitate the fulfillment of due diligence requirements. Review, analyze and effectively challenge provided due diligence information. Develop risk acceptance and issues escalation process including conducting training, ongoing monitoring, and tracking. Common review areas include disaster recovery and business continuity program, insurance protection, internal control reports (SSAE 18, SOC reports), service level agreements (SLA), and third-party financial performance. Escalate material issues and risks to third-party risk and enterprise risk management, and the appropriate corporate stakeholders, as necessary.
* Manage the contract review process with business units and division staff to ensure contract language appropriately protects the bank's interest, reduces operational, legal and financial risk, and that required contract language is included and adhered to by both parties. Develop process for terminating contracts to ensure all customer, employee and bank information is recovered from the third-party.
* Create and enhance useful monitoring reports for management and the board, including third-party inventories, dashboards, performance reports, issue tracking, risk acceptance, findings, etc. Present and communicate findings verbally to audiences at different levels of the bank, including senior management and the board. Identify risk-related issues needing escalation to management.
* Keep abreast of all third-party management regulatory requirements and changes as well as industry best practice and enhance the program proactively. Ensure compliance with all regulations, policies, and procedures through continued maturation of the TPRM Program. Provide leadership for program changes to comply with the recently issued Interagency Guidance on TPRM. Work directly with bank regulators, auditors, consultants, and other outside individuals. Must comply with all company policies and procedures and all applicable laws and regulations, including but not limited to, the Bank Secrecy Act, the Patriot Act, and the Office of Foreign Assets Control. Must complete the assigned online training courses and achieve a passing score by due date.
* Support the Enterprise Risk Management Department in other duties such as report creation, technical writing, regulatory reporting, researching emerging risk issues, etc.
* Must comply with all company policies and procedures and all applicable laws and regulations, including but not limited to, the Bank Secrecy Act, the Patriot Act, and the Office of Foreign Assets Control. Must complete the assigned online training courses and achieve a passing score by due date.

  

  

**About You** **Qualifications**  

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. **Education** **Required/Preferred** **Education Level** **Description**  

Required  

Bachelor’s Degree  

Bachelor's Degree in Business Administration, Finance, Accounting, Mathematics, Economics, Computer Science, Business Information Systems or other business related field  

Preferred  

Legal education such as paralegal studies; Juris Doctor degree (JD) **Experience** **Required/Preferred** **Experience Level** **Description**  

Required  

5 years  

Minimum of 5 years experience in developing and managing risk management, legal, vendor/third- party, information security, compliance, audit, regulatory, consulting, or other related program  

Required  

5 years  

Minimum of 5 years contract management experience with the ability to review, interpret, challenge, and revise contracts and agreements.  

  

Required  

3 years  

Minimum of 3 years experience in reading and understanding SSAE 18 Reports, SOC Reports, ISO Certifications, industry standard SIG framework, and Cloud Security Questionnaires  

Required  

Advanced Experience  

Microsoft Word and Excel  

Preferred  

Knowledge Of  

Understanding of RCSA and logging vendor deficiencies.  

  

Preferred  

Knowledge Of  

Banking or financial industry knowledge and experience.  

Preferred  

Knowledge Of  

Knowledge of information security and cyber risk as it pertains to vendor management.  

Preferred  

Knowledge Of  

Understanding of federal banking guidelines and regulations, specifically related to third-party risk requirements.  

Preferred  

Knowledge Of  

Utilizing GRC tools to assess, manage, track, and report on third-party risk **Would an equivalent combination of relevant education and work experience be considered?:** Yes **License/Certification** **Required/Preferred** **License/Certification** **Description**  

Preferred  

Certified Third-Party Risk Professional (CTPRP), Certified Third-Party Risk Assessor (CTPRA), Third Party Cyber Risk Assessor (TPCRA), or Certified Third Party Risk Management Professional (C3PRMP) **Required Skills and Abilities**  

* Lead and build programs with strong passion to continuously identify and execute improvement opportunities.
* The ability to collaborate, communicate, motivate, persuade, and influence stakeholders at all levels is a critical component of the position. Internal and external stakeholders include the board, executive management, business units, auditors, consultants, third parties and regulators.
* Provide leadership and subject matter expertise/training to all parties in support of compliance with the Third-Party Risk Management Program.
* Strong team player with the desire to partner across the organization and achieve results.
* Passion to continuously identify and execute improvement opportunities within the Enterprise Risk Management Department and across the organization to mitigate the risks to the customers, employees, and bank.
* Proven strong problem solving, analytical and technical skills to understand and identify business needs to develop, communicate, and execute solutions.
* Strong organizational skills, adaptability to frequently changing demands, and ability to appropriately prioritize numerous open projects.
* Excellent technical writing and oral communication skills with particular emphasis on being able to articulate complex topics in a manner digestible to a wide audience. Ability to provide constructive feedback and follow-up on their mitigation.
* Ability to read, comprehend, and evaluate detailed laws, regulations, policies, programs, and data with the ability to make a strong judgement call and summarize key points succinctly to audiences.
* Ability to read, interpret and effectively challenge contracts and agreements, as well as write professionally, clearly, and succinctly.
* Possess strong project management skills with the ability to design and execute innovative programs.
* Possess analytical/quantitative skills demonstrating the ability to handle, analyze, interpret and utilize data to solve complex problems.
* Self-starter with ability to take ownership and accountability of all roles and responsibilities.
* Employee must be capable of interacting calmly and professionally with a variety of people from diverse backgrounds at various levels within and outside of the organization.
* Employee must be capable of regular, reliable, and timely attendance.
 **Additional Requirements** **Travel**  

Occasional travel required: (less than 10 days per year) by automobile (as driver and passenger), commercial airlines, rental vehicles and public transportation and be able to lodge in public facilities. **Working Conditions** **Environment:** Indoors, a climate-controlled shared work area. **Noise Level:** Moderate noise; not extreme or excessive; within reasonable limits. **Lifting:** Sedentary work: Exerting up to 10 pounds of force occasionally and/or negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects, including the human body. Sedentary work involves sitting most of the time. Jobs are sedentary if walking and standing are required only occasionally and all other sedentary criteria are met. **Vision**  

Close visual acuity to prepare and analyze data and figures, view a computer terminal, and read the computer screen, printed materials, and handwritten materials. **Physical Activities** **Frequency**  

Balancing: Maintaining body equilibrium to prevent falling and walking, standing or crouching on narrow, slippery, or erratically moving surfaces.  

Infrequent – rare.  

Climbing: Ascending or descending ladders, stairs, scaffolding, ramps, poles and the like, using feet and legs and/or hands and arms.  

Infrequent – rare.  

Crawling: Moving about on hands and knees or hands and feet.  

Infrequent – rare.  

Crouching: Bending the body downward and forward by bending leg and spine.  

Infrequent – rare.  

Feeling: Perceiving attributes of objects such as size and shape, temperature or texture by touching with skin, particularly that of the fingertips.  

Infrequent – rare.  

Fingering: Picking, pinching, typing or otherwise working primarily with fingers rather than with the whole hand as in handling.  

Infrequent – rare.  

Grasping: Applying pressure to an object with the fingers and palm.  

Daily.  

Kneeling: Bending legs at knee to come to a rest on knee or knees.  

Infrequent – rare.  

Lifting: Raising objects from a lower to a higher position or moving objects horizontally from position to position.  

Infrequent – rare.  

Pushing: Using upper extremities to press against something with steady force in order to thrust forward, downward or outward.  

Infrequent – rare.  

Pulling: Using upper extremities to exert force in order to draw, haul or tug objects in a sustained motion.  

Infrequent – rare.  

Repetitive Motion: Making substantial movements (motions) of the wrists, hands, and/or fingers.  

Daily.  

Stooping: Bending body downward and forward by bending spine at the waist.  

Infrequent – rare.  

  

**What We Offer**  

COMPENSATION & BENEFITS: Starting salary is dependent upon relevant experience and may vary based on the geographic location of the position. We offer an extensive benefits package that includes, but is not limited to medical, dental, vision, and life insurance, a health savings account option, an Employee Assistance Program (EAP), a health rewards program, a 401(k) retirement savings plan, discounts on banking products and services, Paid Time Off (PTO) and holidays. Visit our website for more details!  

COMPANY OVERVIEW: We are a family of banks whose unique local presence reflects the communities we serve. We welcome the opportunity to grow and change as our customers and communities do the same. Read our story, learn about our banks, and experience life at Glacier Bancorp, Inc. all from our website. Check it out!  

We are an Equal Opportunity Employer and qualified applicants or employees will receive consideration for employment without regard to race, color, religion, national origin, sex (including pregnancy), sexual orientation, gender identity, mental or physical disability, genetic information, protected veteran status, or any other category protected by applicable federal, state or local laws.  

Glacier Bancorp, Inc. does not sponsor applicants for work visas. All applicants must be legally authorized to work in the US.  

No Recruiters or unsolicited agency referrals please."
Global Treasury Analyst,Blackbaud,"Helena, MT, USA","Blackbaud is seeking a Global Treasury **Analyst** to join the Treasury team in our Corporate **Finance** division. Principal functions include bank account management, cash forecasting, debt and derivatives ..."
Supervisory Financial Systems Analyst,Internal Revenue Service,"Helena, MT, USA","This experience may have been gained through work experience as a project/program manager, team lead or project/program lead, technical advisor, or senior specialist/**analyst** that included managing ..."
GIS Business Analyst 2,State of Montana,"Helena, MT, USA","... **financial** information, which are free resources. • Retirement plans- The State currently ... Responsible for the ongoing planning, process **analysis**, and support of statewide and division ..."
Financials/Budget Systems Analyst,State of Montana,"Helena, MT, USA","The **Financial** Services Technology Bureau (SABHRS **Financials** & IBARS) is looking for an **analyst** with experience in accounting, budgeting, business **analysis**, or systems **analysis**, and who is also ..."
Financials/Budget Systems Analyst,Montana,"Helena, MT, USA","The **Financial** Services Technology Bureau (SABHRS **Financials** & IBARS) is looking for an **analyst** with experience in accounting, budgeting, business **analysis**, or systems **analysis**, and who is also ..."
Sr. FP&A Analyst,Figure,"Helena, MT, USA","**About Figure**

Figure is transforming the trillion dollar financial services industry using blockchain technology. 

In six years, Figure has unveiled a series of fintech firsts using the Provenance blockchain for loan origination, equity management, private fund services, banking and payments sectors - bringing speed, efficiency and savings to both consumers and institutions. Today, Figure is one of less than a thousand companies considered a unicorn, globally.

Our mission requires us to have a creative, team-oriented, and supportive environment where everyone can do their absolute best. The team is composed of driven, innovative, collaborative, and curious people who love architecting ground-breaking technologies. We value individuals who bring an entrepreneurial mindset to every task and will embrace our culture of innovation. 

Every day at Figure is a journey in continuous learning yet a daily focus on getting work done that makes a difference. Join a team of proven leaders who have already created billions of dollars in value in the FinTech space!

Forbes Top 50 Blockchain Companies

Figure Series D Announcement

**About the role**

As a Senior Analyst, FP&A at Figure, you will work closely with Finance, Accounting, and Business heads to drive our financial planning, forecasting, reporting, and analysis. In this role, you will have unique visibility across the entire company and serve as the key liaison between multiple departments and teams. You will turn your analyses into deep insights, communicate these insights to key stakeholders and executives, and support strategic decision-making. 

**What You'll Do**

* Proactively work with business partners to solve improvement reporting and empower decisions
* Develop reporting/KPIs consistent with actual product P&Ls
* Perform forecasting, budgeting, and month-end close reporting and analysis
* Work on capital raise efforts
* Prepare board and external investor materials
* Work cross-functionally across the company
* Perform ad-hoc analysis on financials and new products

**What We Look For**

* 1-3 years experience in: FP&A (or ""finance"", ""corporate finance"") at a high-growth company, Investment Banking, or Accounting.
* Must be prepared to work in a fast-paced, fluid environment
* Must have a desire to fully understand how all products work at the product and P&L reporting levels
* 1 - 3 years with modeling skills, including buildout of full-company operating and financial models
* Working knowledge of accounting principles
* Understanding of financial services a plus
* Proficient in Excel

**Benefits and Perks**

* Competitive salary and growth opportunities
* Company quarterly performance based bonus
* Equity stock options package
* Employer funded comprehensive health, vision, dental insurance and wellness program for employees and their dependents
* Employer funded life and disability insurance coverage
* Company HSA, FSA, Dependent Care, 401k, and commuter benefits
* Up to 12 weeks paid family leave
* In office, remote, and hybrid work location options
* Home office and technology stipend for those working outside of a traditional office more than 75% of the time
* Flexible time-off plan to empower employees to take the time off that they want and need
* Continuing education reimbursement
* Routine Team swag deliveries!

*For CO, NY, CA and WA residents, the salary range for this position is $80,000 - 100,000**/year with a 25% Bonus and Equity. Actual compensation may vary based on individual candidate experience and location.*

Depending on your residential location certain laws might regulate the way Figure manages applicant data. California Residents, please review our California Employee and Prospective Employee Privacy Notice for further information. By submitting your application, you are agreeing and acknowledging that you have read and understand the above notice.

Figure will not sponsor work visas for this position. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.

#LI-EK1 #LI-Hybrid"
Program Analyst,Assistant Secretary for Public and Indian Housing,"Helena, MT, USA","Performing on-site and remote monitoring reviews and **analysis** of **financial** or program policies, procedures, and practices of Public Housing Authorities; AND \* Utilizing a variety of computer ..."
Accounting/Fiscal Policy Analyst (04703),Montana,"Helena, MT, USA",Work involves responsibility for all **financial** and grant activities. The accounting activity ... Prepares monthly **financial** **analyses** of selected accounting entities by **analyzing** spreadsheets and ...
Accounting/Fiscal Policy Analyst (04703),State of Montana,"Helena, MT, USA",Work involves responsibility for all **financial** and grant activities. The accounting activity ... Prepares monthly **financial** **analyses** of selected accounting entities by **analyzing** spreadsheets and ...
Supervisory Management and Program Analyst,Internal Revenue Service,"Helena, MT, USA",Experience applying basic budget management principles and practices (i.e. ability to maintain and manage **financial** resources); Experience applying communicative techniques to effectively and ...
"Fiscal Analyst I or II, D.O.Q.",State of Montana,"Helena, MT, USA","... and **financial** materials to identify issues for legislative consideration including creation of options to resolve those issues Understand, query, and **analyze** data from statewide databases and ..."
"Fiscal Analyst I or II, D.O.Q.",Montana,"Helena, MT, USA","... and **financial** materials to identify issues for legislative consideration including creation of options to resolve those issues Understand, query, and **analyze** data from statewide databases and ..."
Business Analyst,Federal Reserve System,"Helena, MT, USA","Experience in a business operations or **financial** environment preferred. Additional Information: \*Salary range is $47,000-$58,689-$70,400. Salary offer will be based on qualifications/experience of ..."
Budget Analyst,State of Montana,"Helena, MT, USA","The position must be able to conduct independent **financial** **analysis** and research and can provide technical assistance and review on program, statistical and **financial** matters. One must possess the ..."
Budget Analyst,Montana,"Helena, MT, USA","The position must be able to conduct independent **financial** **analysis** and research and can provide technical assistance and review on program, statistical and **financial** matters. One must possess the ..."
Financial Analyst Sr,Textron Specialized Vehicles,"Augusta, GA","**Financial Analyst Sr**


(Job Number: 322434)  

Textron Specialized Vehicles Inc. is a leading global manufacturer of golf cars, utility and personal transportation  

vehicles, snowmobiles, side-by-sides, all-terrain vehicles, professional turf-care equipment, and ground support  

equipment. Textron Specialized Vehicles markets products under several different brands. Its vehicles are found in  

environments ranging from golf courses to factories, airports to planned communities, and theme parks to hunting  

preserves.

  

**Responsibilities:**  

* Collaborate with leaders as a strategic business partner to develop the Long-Range Plan (LRP) and Annual


Operating Plan (AOP).  

* Participate in SIOP (Sales, Inventory, Operations Planning) to ensure alignment between sales and


operations while maintaining optimal levels of inventory.  

* Work directly with business unit leadership to develop, submit, and countermeasure departmental


budgets.  

* Monitor major performance indicators such asrevenues, margins, and expenses to identify business risks


and opportunities that drive strategic business decisions.  

* Prepare and present management financial statements to leadership to drive profitable decision making.
* Facilitate the design and implementation of new/improved processes to improve reporting, planning, and


analysis capabilities.  

* Partner with finance team to assist in the month-end closing process which includes journal entries and


variance analysis.  

* Prepare and monitor the annual capital budget to ensure the appropriate strategic allocation of company


funds.  

* Manage and prioritize large workloads in a fast-paced and ambiguous environment.
 **Qualifications:**  

* Education: Bachelor’s Degree in Accounting or Finance required
* Years of Experience: 2 or more years of experience required
* Software Knowledge: SAP, Hyperion, Microsoft Office Applications, Power BI preferred
  

**EEO Statement**
Textron is committed to providing Equal Opportunity in Employment, to all applicants and employees regardless of, race, color, religion, gender, age, national origin, military status, veteran status, handicap, physical or mental disability, sexual orientation, gender identity, genetic information or any other characteristic protected by law.
**Recruiting Company** Textron Specialized Vehicles**Primary Location** US-Georgia-Augusta**Job Field** Finance/Accounting**Schedule** Full-time**Job Level** Individual Contributor**Job Type** Standard**Shift** First Shift**Relocation** Available**Worksite** Onsite**Job Posting** 03/25/2024, 12:42:14 PM"
