title,company,location,description
IT Security Intern,Korry Electronics,"Everett, WA","Thank you for your interest in **Korry Electronics:**!  

  

Our company culture is focused around ownership, transparency, process improvement and trust & respect. We are looking for talented people (like you!) to lead our business to the next level while giving you the opportunity to develop your own career.  

  

We have been at the forefront of the aviation industry since the beginning, creating the first lighted cockpit controls for the military and commercial aircraft industry. The Korry product team continues this tradition as it develops the crew station of the future, providing state-of-the-art switches, cockpit controls, high-performance displays, and night-vision filters. We are passionate about what we do. For more information, please visit **www.korry.com****:**.  

  

Join the Korry team and find out why this is such a great place to spend your career!  

  

**Internship Description:**  

The IT Security Intern will assist the IT department in preparing during the CMMC (Cybersecurity Maturity Model Certification) process and augment the activities of the support teams by configuring, installing, or deploying software and hardware systems in the organization. They will focus on documentation, process usability, security, and increasing the efficiency and value of protective measures throughout the company.  

  

**Primary Responsibilities:**
+ Build, stage, and deploy new and upgraded cybersecurity technology.
+ Respond to incoming helpdesk requests from our helpdesk application, telephone, walk-up or email systems.
+ Diagnose and resolve issues identifying and/or analyzing cybersecurity hardware, software, and system issues.
+ Research and recommend enterprise security software or appliances, creating and updating documentation as needed.
+ Develop and document technology security processes.
+ Recommend infrastructure changes, upgrades, and configurations.
+ Provide updated, changed, or new management and end user reports or metrics and information extracts as requested.
+ Actively support robust security requirements and initiatives, recommending and implementing additional measures as appropriate.
+ Escalate and collaborate on problems with teammates when appropriate.
+ Other duties may be assigned by management.
+ Must be willing to be scheduled at times “on-call”, after core business hours, or on a weekend periodically to provide support for projects or issues.


  

**Requirements:**
+ Working towards a Bachelor or Associates degree in computer technology, IS Operations, BI or information sciences, or related field is desirable, but not required.
+ Related certifications such as CompTIA or A+, Microsoft, and other professional certifications will be considered.

**Benefits of Korry’s Internships:**
+ Practical experience with varied business activities
+ Shadowing, mentoring, and training opportunities with experienced and accomplished business professionals
+ Opportunity to attend business meetings and networking events
+ Flexible schedule for students

  


**Where We Work:**  

Our headquarters, a 216,000 square foot facility, is located in Everett, Washington. Everett is a great place to live and work; just 30 miles north of Seattle. This thriving community is an aerospace hub! The city, and nearby cities of Mukilteo and Snohomish, offer excellent public schools, fabulous parks, beaches, and safe streets. You can dip your toes in salt water and ski down a mountain all in the same day. Nature is truly right outside your door.  

  

**Benefits Package Details for Regular Full-time Employees: :**
+ Comprehensive Medical, Dental and Vision
+ Health Savings Account (HSA) with generous company contribution
+ Flexible Spending Accounts (FSA)
+ 401(k) matching
+ 12 paid holidays (including a holiday shutdown week)
+ Minimum of three weeks paid time off plus one week paid sick time to start
+ Tuition reimbursement
+ Parental leave
+ Short term and long term disability
+ Life insurance
+ Accidental death & dismemberment insurance
+ Long-term care plan options
+ Prescription safety shoe & glasses benefit
+ Vanpool subsidy
+ Recognition awards
+ Employee referral bonuses
+ EAP (Employee Assistance Program)

  

  

  

This position requires either a US Person (as defined in applicable export regulations) or a non-US person who is eligible to obtain required export authorization  

  

A *U.S. person* means a person who is a lawful permanent resident as defined by 8 U.S.C. 1101(a)(20) or who is a protected individual as defined by 8 U.S.C. 1324b(a)(3). It also means any corporation, business association, partnership, society, trust, or any other entity, organization, or group that is incorporated to do business in the United States. It also includes any governmental (Federal, state, or local) entity. It does not include any foreign person as defined in § 120.63.  

*Korry Electronics is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of age, race, color, religion, sex, sexual orientation, gender identity or expression, medical condition, national origin, marital status, disability, pregnancy or parental status, childbirth, genetic information, or military and veteran status.*  

  

*If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our application process as a result of your disability. To request an accommodation, contact the Human Resources Department at 425-297-9700.*  

  

*Privacy Statement*"
SAP Security Administrator - Paid Internship (BIS / MIS Focus),Markgraf Consulting,"Federal Way, WA","Markgraf Consulting is looking for an intern for the position of SAP Security Administrator. This position serves our customers as primary support for SAP Security subject matters.

Job Duties:

* Helping end-users work through security and access issues.
* Working with IT on a project basis to provide security support.
* Working with Business and IT partners on Audit and compliance activities.
* Creating and Maintaining SAP security roles.

A successful candidate will have the following skills:

* Problem-solving, research, and solving common issues in difficult or unknown topics.
* Exceptional customer service and soft skills
* An understanding of business process in relation to ERP software

Enrolled/Accepted into a Business Administration, Computer Science or equivalent degree program is required. Must be at least in the third or fourth year of the **MIS or BIS** program. Students that have not yet graduated will be considered.

This is a paid internship and if the right fit is determined may lead to full time employment.

Location: Hybrid, In person and remote, office in Federal Way, WA. Office hours are 9-5 M-F and we expect candidates to appear in person 3 days a week.

No relocation is available.

**Work Authorization**

US work authorization is required.

Job Types: Full-time, Part-time, Internship

Pay: $25.85 per hour

Benefits:

* 401(k)

Compensation package:

* Hourly pay

Experience level:

* No experience needed

Schedule:

* Monday to Friday

Application Question(s):

* Will you be able to commute to our office 3 days per week, 9AM to 5AM, in Federal Way, Washington? This is a requirement of the position.

Education:

* Bachelor's (Preferred)

Ability to Relocate:

* Federal Way, WA 98001: Relocate before starting work (Required)

Work Location: Hybrid remote in Federal Way, WA 98001"
IT Security Intern,Fluke,"Everett, WA","**Description:**  

As an IT Security Intern, you will be tasked with reconciling and developing a relational database system to manage SSL certificates and domain name purchasing, renewals, accounting YoY, and identifications of team or individual responsibilities at Fluke/Fortive.
  
  

**Responsibilities:**  

* Collaborate with cross-functional teams to identify and address gaps in the Fortive/Fluke SDL, aiming to meet and exceed KPIs.
* Develop, enhance, and maintain SW documentation and processes to ensure alignment with SDL and governance requirements, especially for new website requests.
* Work with Fortive IT/PRINGO/InfoSec to optimize the setup and utilization of Cloudflare WAF and OneTrust, ensuring robust security and compliance.
* Implement a streamlined and governed process for domain name purchases and management, aiming to optimize costs and efficiency.
* Enhance the reporting and monitoring mechanisms for SSL certificates, ensuring clear ownership and timely renewals.
* Address challenges related to security key rotations for AWS, Drupal, and other environments, ensuring compliance with the 90-days rotation requirement and minimizing risks of service disruptions.
* Collaborate on resolving Bitsight issues, establishing clear ownership, and implementing a tracking and resolution system to enhance security and compliance.


Fluke Internship Program
  
  

* Shadowing, mentoring, and training opportunities while being immersed in a team of full-time, permanent employees.
* Drive results on a customized-to-you project with clear, quantifiable outcomes.
* Hands-on application of finance principles in a fast-paced work environment
* Opportunity to attend meetings with senior leadership and present results.
* Opportunity to convert internship to full time employment.
* Competitive compensation available


Connect, develop, and learn with a cohort of other interns across an array of business functions
  
  

**Qualifications:**  

* Enrollment in a bachelor's or master's degree in information technology, Computer Science, or a related field, with a focus on security and process optimization.
* Strong analytical and problem-solving skills, with the ability to identify and address gaps in security and development lifecycle processes.
* Experience in developing and enhancing standard work documentation and processes, particularly in alignment with security and governance requirements.
* Knowledge of Cloudflare WAF, OneTrust, and related security and compliance tools and protocols.
* Strong communication and collaboration skills, with the ability to work effectively with cross-functional teams and external partners like Fortive IT/PRINGO/InfoSec.


Fortive Corporation Overview
  
  

Fortive’s essential technology makes the world stronger, safer, and smarter. We accelerate transformation across a broad range of applications including environmental, health and safety compliance, industrial condition monitoring, next-generation product design, and healthcare safety solutions.
  
  

We are a global industrial technology innovator with a startup spirit. Our forward-looking companies lead the way in software-powered workflow solutions, data-driven intelligence, AI-powered automation, and other disruptive technologies. We’re a force for progress, working alongside our customers and partners to solve challenges on a global scale, from workplace safety in the most demanding conditions to groundbreaking sustainability solutions.
  
  

We are a diverse team 18,000 strong, united by a dynamic, inclusive culture and energized by limitless learning and growth. We use the proven Fortive Business System (FBS) to accelerate our positive impact.
  
  

At Fortive, we believe in you. We believe in your potential—your ability to learn, grow, and make a difference.
  
  

At Fortive, we believe in us. We believe in the power of people working together to solve problems no one could solve alone.
  
  

At Fortive, we believe in growth. We’re honest about what’s working and what isn’t, and we never stop improving and innovating.
  
  

**Fortive:** For you, for us, for growth.
  
  

Ready to move your career forward? Find out more at careers.fortive.com .
  
Fluke is leading the world in creating software, test tools and technology that will support customers today and in the future . We are a customer-obsessed market leader with a strong reputation for reliability, quality, and safety.
  
  

A wholly owned subsidiary of Fortive Corporation ( www.fortive.com ), Fluke is a global corporation headquartered in the greater Seattle area. Driven by the successful Fortive Business System, Fluke offers the passion of a startup with the resources of a Fortune 500 company. We are focused on the growth of our individual employees, teams, and the Fluke brand.
  
We Are an Equal Opportunity Employer
  
Fortive Corporation and all Fortive Companies are proud to be equal opportunity employers. We value and encourage diversity and solicit applications from all qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity or expression, or other characteristics protected by law. Fortive and all Fortive Companies are also committed to providing reasonable accommodations for applicants with disabilities. Individuals who need a reasonable accommodation because of a disability for any part of the employment process should ask to speak with a Human Resources representative to request an accommodation."
Cybersecurity & Technology Audit Internship (Summer 2024),Liberty Mutual,"Seattle, WA","**Pay Philosophy**
The typical starting salary range for this role is determined by a number of factors including skills, experience, education, certifications and location. The full salary range for this role reflects the competitive labor market value for all employees in these positions across the national market and provides an opportunity to progress as employees grow and develop within the role. Some roles at Liberty Mutual have a corresponding compensation plan which may include commission and/or bonus earnings at rates that vary based on multiple factors set forth in the compensation plan for the role.

 **Description**A career in finance at Liberty Mutual is more than just balancing assets and liabilities. You'll be using innovative tools and problem-solving skills to fuel your growth and success—and ours.

  

We’re dedicated to helping industry-leading finance talent realize their dreams—straight out of college. Sound like you? Read on!

 **The details**

  

When you take on the role of summer intern with Liberty Mutual’s Cybersecurity & Technology Audit department, you’re signing on to a collaborative team that’s responsible for auditing all of our internal control systems.

  

Your key responsibilities during this rewarding 11-12 internship program will include interviewing personnel, performing testwork, analyzing results, and communicating issues with managers. You’ll also participate in audit project teams to complete risk assessments and control evaluations for IT areas under review.

  

The ultimate goal is to provide a positive summer experience filled with “real-world” projects that give you the opportunity to thrive through challenging work.

  

Best of all, at the close of the three-month period, you may have the opportunity to explore a future career with Liberty Mutual, a global Fortune 100 company

**Qualifications****What you’ve got**

* You have 0-2 years of professional experience.
* You are pursuing a Bachelor’s degree in Business Management, Management Information Systems (MIS), Computer Science, or equivalent training, with a minimum 3.0 cumulative GPA.
* You are detail-oriented and thrive in a fast-paced work environment.
* You possess strong interpersonal, communication, organizational, and leadership skills.
* You have experience with technical programs, including a working knowledge of Excel.
* You are able to commit to a full-time internship over the course of 11-12 weeks.

**About Us**
\*\*This position may have in-office requirements depending on candidate location.\*\*

  

At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That’s why we provide an environment focused on openness, inclusion, trust and respect. Here, you’ll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.

  

Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG’s Insider Pro and Computerworld’s 2020 list. For many years running, we have been named by Forbes as one of America’s Best Employers for Women and one of America’s Best Employers for New Graduates—as well as one of America’s Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-equity-inclusion/

  

We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

  

Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran’s status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.

**Fair Chance Notices**

* California
* San Francisco
* Los Angeles
* Philadelphia"
Catering Sales Intern,Oki Golf,"Renton, WA, USA","Catering Sales **Intern** 15500 Six Penny Ln, Newcastle, WA 98059, USA Req #1163 Monday, March 25, 2024 The Golf Club at Newcastle has an exciting opportunity for a talented Catering Sales **Intern** to join ..."
Graduate Evaluation Intern,King County,"Seattle, WA, USA","The **intern** will work with the Lead Evaluator and Program team to engage in a range of evaluation activities, such as selecting data collection methods, designing data collection tools, engaging in ..."
Betty Bowen Award Intern,Seattle Art Museum,"Seattle, WA, USA","Betty Bowen Award Administration InternshipSummer Quarter 2024**Applications Due Date: May 3, 2024**

**Position Start Date: July 8, 2024**

 

**TITLE**: Betty Bowen Award Intern 

**DEPARTMENT/LOCATION**: Curatorial Department, SAM Downtown 

**DEPARTMENT STAFF MENTORS:** Associate Curator for Modern & Contemporary Art, Curatorial Division Coordinator

 

**OVERVIEW**

The Betty Bowen Award Intern assists with the planning, organization, and implementation of the annual Betty Bowen Award, an award granted to outstanding visual artists currently living and working in the Pacific Northwest.

Under the direction of the Assistant Curator for Modern and Contemporary Art, the Betty Bowen Intern will assist with the organization and administration of the Betty Bowen Award, now in its 47th year. The intern will coordinate and attend committee meetings, promote the call for entries, organize artist applications, correspond with artists about the award, manage communication with the Committee, and produce press releases and mailings related to the award. 

This internship position reports to the Associate Curator of Modern and Contemporary Art. The intern will also work with the Jon and Mary Shirley Curator of Modern and Contemporary Art and the Betty Bowen Committee. They will also coordinate with artists living in the Northwest and other SAM Departments.

More information about the Betty Bowen Award can be found on our website at www.visitsam.org/betty-bowen.

 

**PAY RANGE:** The hourly rate for this role is $19.97.

 

**FSLA STATUS & COMPENSATION:**This intern will be hired as a temporary, non-exempt employee. Along with the above pay rate, this intern will be eligible for the following benefits:

* Paid sick time accrued at a rate of 0.0385 per hour worked, estimated at 5.75 hours total for a 10-week intern.
* SAM Savings & 403(b) Retirement Plan, with Roth option available.
* Fringe benefits include two guest passes to SAM, access to RIC Fitness Center, Tier III AAM membership, discounts for SAM membership and Shop, access to member rates for ticketed events at SAM, and a subsidized ORCA card.

 

**EXPECTED TIME COMMITMENT:** 

15 hours per week, for 10 weeks. Schedule is flexible within Monday-Friday, 9am-5pm office hours.

The intern will be expected to work extended hours, from roughly 9am-5pm, for two committee meetings in September. Dates for required attendance include:

* Award Committee Meetings on 9/5 and 9/6
* Finalist Presentations on 9/20

 

**LEARNING OBJECTIVES** 

Working with their supervisor, this intern will gain hands-on experience with public outreach, awards administration, and working with a philanthropic board. The intern will further develop their skills in community engagement, project management, communication, and writing. 

 

**ESSENTIAL FUNCTIONS**

The Betty Bowen Intern will be responsible for helping to organize and administer all aspects of the Betty Bowen Award, including: 

* Becoming familiar with the history, purpose, and application requirements of the Betty Bowen Award.
* Promotion and support for the call for entries to NW artists, galleries, and museums.
* Organization of artist applications, including video submissions.
* Communication and assistance with the award application process.
* Managing communication with the Committee.
* Compiling of all meeting materials, including PowerPoints, videos, and application packets.
* Coordination of and attendance at all committee meetings.
* Completion of a press release following announcement of the award.

 

**KNOWLEDGE, SKILLS AND ABILITIES REQUIRED**

* Ability to take initiative, prioritize tasks, and meet deadlines with limited supervision.
* Demonstrated skill in project management or coordination involving multiple stakeholders.
* Demonstrated ability to communicate tactfully and professionally with customers, staff, volunteers, artists, committee members, and other community groups.
* Proficient in writing and editing with a professional tone.
* Demonstrated expertise and proficiency with Microsoft Office tools (Word, Access, Excel, PowerPoint, Outlook) and the internet.
* Ability to ask for help and accept evaluation of your work.
* Ability to adhere to museum policies and to support management decisions in a positive, professional manner.

 

**EDUCATION**

Currently working towards or recent completion of an undergraduate or graduate degree in arts administration, fine art, museum studies, nonprofit management, or other related field. 

Competitive applicants will have a demonstrated interest in Modern and Contemporary Art and/or artists from the Pacific Northwest.

 

**WORKING CONDITIONS**

**Exposure:** Work areas are primarily inside, in a climate-controlled environment with light background noise. Work is occasionally performed at other indoor and outdoor sites. 

 

**PHYSICAL ACTIVITIES REQUIRED FOR ESSENTIAL FUNCTIONS**

**Stationary Work:** Approximately 80% of time is spent stationary while working at a desk. Balance of time (approximately 20%) is spent moving around the work area. Occasional extended periods of standing may be required when assisting at Museum events.

**Communication:** Clear and effective communication with volunteers, donors, members, the public, and co-workers is necessary.

**Moving:** The ability to move up to twenty pounds on occasion is necessary for moving files, equipment, and supplies. Must be able to regularly position self to access files.

**Office Work:** Ability to effectively and regularly operate a computer, keyboard, and other office productivity machinery, such as copy machines and printers, and ability to inspect, prepare and use paperwork, files, equipment, and supplies is necessary.

 

**OTHER EMPLOYMENT REQUIREMENTS**

**Centering equity, diversity, and inclusion as an organization, and as individuals, Seattle Art Museum (SAM) is committed to ensuring that all employees and volunteers enjoy a respectful, inclusive, and welcoming workplace. SAM is proud to be an equal opportunity employer.** 

**All qualified candidates will receive consideration for employment without regard to race, creed, color, national origin, citizenship or immigration status, caste, ancestry, religion, age, sex, sexual orientation, marital status, parental status, pregnancy, status as a mother breastfeeding her child, presence of any sensory, mental or physical disability, the use of a trained guide dog or service animal by a person with a disability, political ideology, gender identity or expression, genetic information, honorably discharged veteran or military status, use of Section 8 certificate, status as a victim of domestic violence, sexual assault, or stalking, or any other class protected by federal, state or local laws.** 

Offers of employment are contingent upon successful completion of a criminal background check. 

Please be aware that SAM does not sponsor work or study visas for interns at this time.

 

**APPLICATION PROCESS (DEADLINE FOR APPLICATION: MAY 3, 2024)**

Applications are only accepted via the online form at https://seattleartmuseum.applytojob.com/apply. 

Application materials in PDF format may also be sent to internships@seattleartmuseum.org.

Each application should include:

* Application Form (completed online)
* A Cover Letter that describes:
+ Your previous experience and how it relates to the duties of this role.
+ Your approach to project management, organization, and coordination between multiple stakeholders.
+ Your communication style and how you have applied interpersonal skill in a professional setting.
+ What you hope to gain from this experience and how might it enhance your education and career plans.

* Resume, which describes experience you believe is relevant to this internship and your professional goals. This may include professional experience, volunteer work, extracurricular activities, community service, and academic projects.
* One or More Professional References or Letters of Recommendation, ideally from teachers, supervisors, or mentors. Reference information may be emailed directly to internships@seattleartmuseum.org, with the applicant name noted in the Subject line.

For additional information or to request reasonable accommodations for the application or interview process, please contact **Human Resources** at **(206) 654-3188** or **HR@seattleartmuseum.org.**

 

Powered by JazzHR

1BkzhhQARL"
Intern- Catering Sales @ Seattle Mariners,Sodexo Live! Internships,"Seattle, WA, USA","**Job Listing: Intern- Catering Sales** 

Are you ready to put your education in to action with on-the-job experience? 

The Sodexo Live! Intern Program offers an exciting opportunity for currently enrolled college students to turn their leadership potential into valuable professional experience and get a head start on their careers.

**Sodexo Live Information:**

At Sodexo Live!, we take pride in crafting exceptional events at the most prestigious venues on the planet and creating lasting memories for fans, visitors, guests and team members. Working with Sodexo Live! is more than a job; it's a chance to be part of something greater. Here, you'll build a career where 'everyday' is anything but normal.

Our experiences are unique, and so are our people. Bring your personality, your background and your desire to delight others. In return, we'll give you all you need to thrive. After giving it all, you'll return home knowing that you've played your part in creating a truly unforgettable moment.

* 2022 Forbes Best Employer for Diversity
* 2022 Front Office Sports Best Employers in Sports
* 2022 Disability Equality Index (DEI) Perfect Score

**Location**: We are seeking an experienced **Intern- Catering Sales** for **T-Mobile Park**, home of the **Seattle Mariners.**

Since the Inaugural Game on July 15, 1999, T-Mobile Park has gained a reputation locally, regionally and nationally as a terrific setting for baseball and a great place for baseball fans. Sweeping views of Seattle's downtown skyline, breathtaking sunsets over Puget Sound, combined with excellent views of game action from all angles give fans at T-Mobile Park an experience unequalled in Major League Baseball.

**Why Should I Apply?**

* Gain valuable industry experience working with leaders in the hospitality field
* Flexible scheduling options that are accommodating to the student's school schedule
* Professional development
* Mentoring from a Sodexo Live! Manager

**Principal Function:**

The Intern- Catering Sales will help develop and execute sales strategy for Sodexo Live! across our portfolio of venues with catering and quick serve service offerings. The intern will directly assist the management team of sales related functions, including communicating with staff on a daily basis, creating effective new business techniques and maintaining customer service with current clients. The Senior Catering Sales Manager is responsible for creating unique dining experiences by directing, selling, up-selling and actively participating in the planning and production of catered functions. Working closely with clients, as well as with the sales, culinary and operations staff, they are responsible for ensuring that events are coordinated and executed smoothly and in accordance with all client expectations and specifications.

The Intern will support the planning of and preparation for events according to anticipated attendance and will provide hands-on management and oversight in the areas of service and F&B operations during events. 

**Essential Responsibilities:**

* Maximize Sodexo Live!'s catering revenue through creative sales techniques and customer focus.
* Contribute to the efficient operation of business unit by reconciling data and providing information, insight, analysis, and recommendations to maximize revenues and profits.
* Contribute to goal of making Sodexo Live! #1 in Event Hospitality and the #1 Employer of Choice through personal commitment and leading by example.

**Qualifications/Skills:**

* Current college student with studies in hospitality/food management, communications, human resources, accounting, marketing or another industry-related college program.
* Ability to multi-task and prioritize and work successfully both independently and as part of a team.
* Excellent customer service skills.
* Exceptional ability to communicate effectively in both verbal and written formats.
* Keen ability to connect easily with others and create positive positioning within a particular context or subject matter.
* Demonstrated success in interfacing with a variety of organizational functions and divisions to accomplish tasks.

**Other Requirements**:

* Able to work effectively and safely while subject to wet floors, temperature extremes and excessive noise; must be able to lift up to 50 pounds in weight; must be able to maneuver in an often tightly-quartered environment.

Hours may be extended or irregular to include nights, weekends and holidays.

Thank you for expressing interest in employment with Sodexo Live!. While only those candidates considered for this position will be contacted, your resume will remain on file for 90 days.

*Sodexo Live! is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, genetic information, status as a protected veteran or status as a qualified individual with a disability, or any other characteristic protected by applicable Federal, State or Local law.*

  
  
***Job Posted by ApplicantPro***"
IT Helpdesk - Intern,the Lynden Family of Companies,"Seattle, WA, USA","IT Helpdesk - **Intern** 18000 International Blvd, SeaTac, WA 98188, USA Req #743 Monday, March 18, 2024"
Surface Water Intern,City of Bothell,"Bothell, WA, USA",The City of Bothell is seeking a dedicated individual to join their team as a Surface Water **Intern**! Note: This internship is a Temporary Full-Time position. The anticipated end date for this position ...
IT Helpdesk - Intern,Lynden Incorporated,"Seattle, WA, USA",Lynden Incorporated is seeking an IT Help Desk **Intern** to work as part of our SeaTac based team. Join Lynden for a fun learning experience this summer. In addition to providing general IT support and ...
"Intern, Information Security",Avanade Inc,"Seattle, WA, USA","... **Cybersecurity** frameworks such as NIST, ISO, etc. About you Characteristics that demonstrate success for this role: Ability to work independently and meet established deliverable timelines. Team ..."
"Sales Engineering, Intern",Circle,"Seattle, WA, USA",Circle is looking for an **intern** in the Client Solutions department to assist with a number of documentation and collateral improvement projects. You will learn the end-to-end details of the Solution ...
System and Equitable Engagement Intern - Spring 2024 through Spring 2025 (FT and PT),Sound Transit,"Seattle, WA, USA","**This is a paid internship, range of $19/hr - $35/hr (depending on role and qualifications) for those currently pursuing undergraduate degrees and higher rates for those currently pursuing graduate level degrees.** 

**Please note: the benefits listed below are based on full-time employment. For part-time employment, the benefits will be adjusted accordingly.** 

**Sound Transit also offers a competitive benefits package with a wide range of offerings, including:** 

* **Health Benefits: We offer two choices of medical plans, a dental plan, and a vision plan all at no cost for employee coverage; comprehensive benefits for employees and eligible dependents, including a spouse or domestic partner.**
* **Employee Assistance Program.**
* **Paid Time Off: An accrual of up to 4 hours per pay period. Up to 2 floating holidays.**
* **Full-time interns will receive an ORCA card at no cost. This card can be used on buses, trains, water taxis in the Puget Sound region, along with the Monorail and Seattle Streetcar.**
* **In addition to compensation and benefits, you’ll find that we provide work-life balance, opportunities for professional development and recognition from your colleagues.**

**DEPARTMENT OVERVIEW**

The Communications, Marketing and Engagement (CME) department handles engagement initiatives, marketing campaigns, promotions and partnerships, media relations, social and digital media as well as graphic and video asset production. The Systems and Equitable Engagement intern will support an increasing volume of customer-facing initiatives requiring communications and engagement. Tasks include helping execute multi-channel communications and outreach plans, staffing booths and engaging with the public, managing the collateral that supports customer outreach events, and maintaining the Engagement team’s database and master calendar. Projects may be generated by other teams within the department, as time allows. 

**PRIMARY DUTIES AND RESPONSIBILITIES**

*The following duties ARE NOT intended to serve as a comprehensive list of all duties performed by all employees in this classification, only a representative summary of the primary duties and responsibilities. Incumbent(s) may not be required to perform all duties listed and may be required to perform additional, position-specific duties.*

**JOB DUTIES:**

* Assist System Engagement Specialists with managing and executing multi-channel public involvement plans/ communications plans for an increasing volume of customer-facing initiatives, including proposed service changes and fare changes, pre-planned service disruptions that happen as a result of active construction, bi-annual Service Changes, the agency’s annual Service Implementation Plan, outreach related to fares and fare changes and outreach related to major bus restructures (e.g. Lynnwood and Federal Way Link Connections).
* Support System Engagement team’s involvement with upcoming light rail openings (e.g. Lynnwood Link and East Link Extensions).
* Support equitable engagement initiatives by helping the team track and execute Language Access best practices.
* Keep team inventory of collateral and promotional items organized and stocked, including brochures, fact sheets, handouts, giveaways and supplies; update as needed, placing print job requests with Copy Center.
* Support a variety of engagement activities across division disciplines including Safety, Youth, TOD, Operations and Bicycle engagement.
* Track division metrics by compiling data gathered during customer outreach activities and entering data into CRM (Customer Relationship Management) system.
* Draft quarterly Commute Trip Reduction newsletter, which is sent out to large employers in the Puget Sound region.
* It is the responsibility of all employees to follow the Agency safety rules, regulations, and procedures pertaining to their assigned duties and responsibilities, which could include systems, operations, and/or other employees.
* It is the responsibility of all employees to integrate sustainability into everyday business practices.
* Assist System Engagement by keeping a master calendar of events, packing materials and staffing the following types of appearances in order to provide customer service and rider information to the general public:
* Information booths at open houses, community festivals, farmers markets, fairs and festivals, and transportation fairs
* Assist System Engagement by keeping a master calendar of events, packing materials and staffing the following types of appearances in order to provide customer service and rider information to the general public.
* Staff information booths at open houses, community festivals, farmers markets, fairs and festivals, and transportation fairs; Ambassador Street Teams at transit facilities and Agency special events.

**MINIMUM QUALIFICATIONS:**

Applicants must be a current college student in good academic standing, enrolled in an accredited associate, bachelor's or graduate degree program in Marketing, Communications, Public Affairs, Urban Planning, Policy, Education, Equity and DEI, or other non-technical discipline or relevant two-year certificate. 

**PHYSICAL DEMANDS/ WORK ENVIRONMENT:**

* Work is performed in a standard office environment.
* The Agency promotes a safe and healthy work environment and provides appropriate safety and equipment training for all personnel as required.

***Sound Transit is an equal employment opportunity employer. No person is unlawfully excluded from employment action based on race, color, religion, national origin, sex (including gender identity, sexual orientation and pregnancy), age, genetic information, disability, veteran status or other protected class.***"
Partnerships (Sales) Intern,Washington Technology Industry Association,"Seattle, WA, USA","Description:As an ambassador and key member of our business development team, the Partnerships Intern helps build and execute strategies to support the Partnership Team’s revenue generation and assists in acquiring new sponsors, funders, and members. This role requires a 12-20 hour/week commitment. While the position has a business development focus, interns will become familiar with multiple tech programs ranging from startups to government issues facing tech companies. 

  


Interns should be prepared to work in a fast-paced, remote, team environment and will complete this internship having gained experience in areas of sales, marketing, and research. Interns will need to be flexible as our partnerships team is in constant contact with multiple shared resource teams and programming leads.

  


Key Responsibilities: 

* Research prospects using SalesIntel, LinkedIn, the internet, etc.
* Draft communications to partner organizations and prospects
* Conducts cold outreach
* Tracks and maintain opportunities, accounts, contacts, and other information in Salesforce

Requirements:Ideal Qualifications and Qualities:

* Interest or major in the following disciplines: marketing, sales, advertising, business, communications, etc.
* Polished oral and written communication skills; speaks and writes clearly and succinctly in a variety of communication settings and styles, gets messages across that have the desired effect.
* Interpersonal savvy; professionally and confidently interacts with a diverse blend of personalities and people.
* Self-motivated, with a high level of initiative and ability to operate effectively with minimal day-to-day supervision.
* High level of integrity and trustworthiness; maintains confidentiality and privacy, admits mistakes, and meets commitments.
* Ability to actively work in a remote environment without frequent interruption or distraction during standard business hours within the Pacific time zone, with some flexibility to work outside of standard hours on occasion.

  


This role reports to the Partnerships Manager and is part of an entrepreneurial, talented, fast-paced team. While all roles are remote, local knowledge of the Seattle tech environment is helpful. Please include a resume and interest letter.

  


Every position requires certain physical capabilities. WTIA seeks to make reasonable accommodations that enable individuals with disabilities to perform essential duties when possible. The preceding job description is not intended to describe in detail the multitude of tasks that may be assigned, but rather to provide a general overview of the expectations and responsibilities of this position. As business demands change, so may the functions of this position. Additional duties and responsibilities may be assigned.

  


Equal employment opportunity is a fundamental principle at WTIA. We are committed to a work environment in which relationships are characterized by dignity, courtesy, and respect. We are committed to nondiscrimination in all business operations. Women, those with non-conforming gender identities, Black, Indigenous, and People of Color are encouraged to apply.

*Last updated:* *3/1/2024*"
