title,company,location,description
Program Associate,Bonafide,"Oakland, CA, USA","Program Associate

 About Bonafide

It is our mission to ensure that people affected by incarceration have the material, emotional, and advocacy support they need to both integrate into society and build healthy, productive lives going forward.

 Summary of Position

Bonafide seeks a full-time Program Associate to help support goals to grow and expand the program’s resources and support. This position is well-suited for a project-oriented person who likes to interact with a variety of people and who has two to five years of experience in reentry from incarceration. This position reports to the Executive Director.

 The ideal candidate will have at least mid-level experience in managing projects. They will also have a basic understanding of the prison system and transitional and sober living housing. They will communicate with probation and parole officers and build relationships with law enforcement to best support our returning community members. They should be comfortable teaching others the basics of banking and building credit, using technology for communication and attending school, and using public transportation. They will also support navigating the application process for public assistance programs and other governmental systems such as the DMV and Social Security office and other needs as they arise. This is an ideal position for someone who is an excellent communicator, an empathetic problem-solver and loves repeated follow-ups and information gathering.

 Location

This position will work remotely but require a lot of in-person activities in the San Francisco Bay Area and occasional travel. Candidates must live in the San Francisco Bay Area.

 Responsibilities

Program Assistance

* Building out Bonafide program activities and community support primarily focused on the second day of release onward.
* Assist with volunteer recruiting and management
* Possible Occasional Welcome Home Gate Pickups
* Data collection, entry, management and reporting
* Critical Adventure planning and management
* Technology training
* Build relationships with and support newly released/formerly incarcerated individuals as they take successive steps in their reintegration.
* Assist with relationship management with probation, parole, and transitional environments
* Coordinate workshops and activities

 Required Qualifications

* Ability to be flexible and spontaneous
* Excellent communication skills
* Empathetic listener
* Detail-oriented reporting
* Ability to learn and adopt new systems
* Ability to problem-solve
* Fully vaccinated for COVID-19 is required; boosters as recommended by the CDC

Salary

Full-time at $70,000/yr plus benefits.

  
 cr434BwznV"
Sr Account Executive,Safe and Sound Security,"Walnut Creek, CA, USA","**Please Apply to our careers page directly: https://getsafeandsound.com/careers/**

 

**Safe and Sound Security is California’s fastest growing commercial security integrator. We’re a commercial security systems and data cabling contractor. We’ve been serving businesses for 15 years with the most cutting edge security systems and low voltage contracting in the industry. With over 70% growth this last year, we’re adding a few core team members to help take on the extra workload.**

 

**We are on the cutting edge of Security Technology and focus on cloud based security systems and AI technologies to create modern security solutions for the modern world. We’ve found a profound product market fit in the last few years with our offering and as a result, we have more inbound leads than we can handle. Our customers appreciate the partnership they have with our sales and customer success team and we’re looking to add superstar Sr. Account Executives to continue to serve our current and future customers.**

 

**A successful Sr. Account Executive will have a passion for solving problems for customers. They will have experience selling in a B2B environment, preferably to IT leaders, Facilities Leaders, Construction, Schools, and Local Government. Using modern selling tools like Salesforce, Zoominfo, and Slack, our salespeople are able to maintain relationships with our customers and our commitment to responsiveness, building relationships, and building value as a cloud based solutions expert.** 

 

**We focus our marketing efforts on driving inbound leads to our salespeople so a salesperson will not need to cold call or prospect but must be able to manage a high volume of inbound calls and emails. We build a personal brand for our Sr. Account Executives to develop a social media presence with key accounts in their territory so a salesperson must be open to using LinkedIn and other social media platforms to help build a brand for themselves and the company.** 

 

**Responsibilities:**

* 
**Selling in a B2B environment. As a security system installation service provider, we are trusted partners for our clients.** 

* 
**Responsible for handling the full sales cycle from inbound to close**

* 
**Manage key territory and meet/exceed sales targets (KPI’s)**

* 
**Develop and implement strategic plans to penetrate and expand business in target territories.**

* 
**Handle a high level of inbound calls and emails**

* 
**Proactively engage with potential clients, understanding their business needs, and presenting tailored solutions.**


 

**Requirements:**

* 
**5+ Years selling in a B2B Environment, preferably to IT Leaders, Facilities Leaders, Government, Schools, and/ or Construction**

* 
**Experience selling low voltage systems, preferably security systems but experience in phone systems, IT managed services, A/V, or other Network/ IP based systems will be considered.**

* 
**Competitive but team oriented salesperson with a proven track record of top performance** 

* 
**Driven, High-Energy Winner with a commitment to being the best** 

* 
**Coachable with a willingness to invest time into personal and professional development**

* 
**Long term mindset with a desire to become an expert in the Electronic Security System Installation Industry and develop a territory that can be maintained for years to come.**

* 
**8-5 M-F position in our office in Walnut Creek. This is an inside sales position, not remote**


 

**We offer a competitive salary and benefits package, including health insurance, retirement plans, and opportunities for professional development. Even if you don’t check off every box, we still encourage you to apply!**

  
**EXTRAS:**

**We Offer:**

* 
**Generous Compensation**

+ 
**Base Salary + Uncapped Commissions**

+ 
**150K On Track Earnings**


* 
**Great Benefits**

+ 
**Comprehensive medical, dental, and vision for you and your dependents. Employee premiums are covered at 100%**

+ 
**401K Plan at 4% Match**


 

**Apply on our careers page today! https://getsafeandsound.com/careers/**"
Legal and Security Administrator,DroneDeploy,"San Francisco, CA, USA","We help them automate reality capture using drones, robots, and 360 cameras - combining this **data** ... We are hiring a Legal and **Security** Administrator with an educational or work-experience background ..."
RN Nurse Manager,Vista Surgery Center,"San Francisco, CA, USA","Job description

**Job description**

The RN - Nurse Manager will play a crucial role in managing the day-to-day operations of the surgical center (ASC). The RN Managers responsibilities encompass a wide range of administrative, financial, and regulatory duties to ensure the smooth and efficient functioning of the facility. Here is an overview of the job responsibilities for a RN Manager:

1. Overall Facility Management:

* Oversee the daily operations of the surgery center.
* Ensure compliance with local, state, and federal regulations, including those related to healthcare, safety, and accreditation.

2. Financial Management:

* Develop and manage the budget for the surgery center.
* Monitor revenue, expenses, and financial performance.
* Coordinate billing and collections processes.
* Negotiate contracts with vendors, suppliers, and insurers.

3. Personnel Management:

* Recruit, hire, and train staff.
* Conduct performance evaluations and manage staff scheduling.
* Ensure compliance with employment laws and regulations.
* Foster a positive and productive work environment.

4. Patient Services:

* Implement and maintain patient care standards and quality control measures.
* Oversee patient scheduling and registration processes.
* Address patient concerns or complaints.

5. Compliance and Regulatory Affairs:

* Stay up to date on healthcare regulations and ensure compliance with applicable laws and regulations.
* Prepare for and assist in audits and surveys by accrediting bodies.

6. Facility Maintenance and Equipment:

* Ensure the facility is clean, safe, and well-maintained.
* Coordinate maintenance and repairs for equipment and infrastructure.

7. Supplies and Inventory Management:

* Manage inventory and ordering of medical and non-medical supplies.
* Maintain appropriate stock levels while minimizing waste.

8. Quality Assurance and Improvement:

* Develop and implement quality improvement initiatives.
* Monitor and evaluate the performance of the surgery center.
* Address issues and implement corrective actions as needed.

9. Information Technology:

* Oversee the implementation and maintenance of health information systems and electronic medical records.
* Ensure data security and privacy compliance.

10. Patient Satisfaction:

* Measure and improve patient satisfaction levels by addressing feedback and implementing changes as necessary.

The role of a RN Manager is multifaceted and requires strong organizational, communication, leadership, and problem-solving skills. They play a critical role in ensuring the surgery center provides high-quality patient care, operates efficiently, and remains in compliance with healthcare regulations.

Education:

* Bachelor's (Required)

Experience:

* DON: 5 years (Required)
* Surgery Center : 5 years (Required)
* Running executive board meetings: 3 years (Preferred)
* Medical compliance: 5 years (Required)

License/Certification:

* RN License (Required)

Work Location: In person

Job Type: Full-time

Salary: $160,000.00 - $190,000.00 per year

Benefits:

 

* 401(k)
* Dental insurance
* Health insurance
* Health savings account
* Life insurance
* Paid time off
* Vision insurance

 

Schedule:

 

* 10 hour shift
* 8 hour shift
* Day shift
* Monday to Friday

 

Ability to Relocate:

 

* San Francisco, CA 94108: Relocate before starting work (Required)

 

Work Location: In person"
Data Security Analyst Intern,"RingCentral, Inc.","Belmont, CA, USA",Create/Improve technical **security** documents including **data**/process/systems flow diagrams related to various systems and services across RingCentral \* Create **security** documentation that can be ...
Independent Living Services-Supported Living Services Attendant,Clausen House,"Oakland, CA, USA","**DUTIES AND RESPONSIBILITIES**:

* Responsible for offering instruction in independent living skills to developmentally disabled adults in natural settings.
* Develop educational materials for assigned clients, maintain records of individual progress, and write quarterly reports.
* Plan course content and gather educational materials effectively.
* Attend as required and prepare for weekly staff meetings, IPP's and other tenant meetings.
* Communicate to the Director and/or Program Coordinator concerns about the program, client’s progress, and needs.
* Implement behavioral approaches developed by the Director and/or staff.
* Assist with any medical/dental appointments, banking needs, or Social Security appointments, as needed.
* Assist Vocational Dept. (when possible) in related activities.
* Monitor maintenance of apartments (oven cleaning, fuse changing, light bulb needs, etc.).
* Attend in-service training provided by the agency.
* Create the most independent living situation possible.
* Perform other tasks requested by the Program Director of Independent Living Program and Program Coordinator.

**JOB REQUISITES**:

* Skill in working with and teaching developmentally disabled adults.
* Ability to separate curriculum into small steps (task analysis) and teach individuals of different functioning levels (individualized instruction).
* Ability to conduct classes independently and structure preparation time efficiently.
* Skilled in writing objectives, making assessments, and collecting data.
* Ability to work harmoniously with other staff members.
* Ability to act as role models for clients.
* Possession of a working automobile, a valid California Drivers License, liability insurance, a clean driving record, and a willingness to drive own car for work-related purposes.
* Willingness to be flexible in shift assignments.

**EDUCATION**:

A.A.or B.A. in education, psychology, sociology, or related field, and (preferably) one year experience in training developmentally disabled and/or special needs population; or High School diploma plus three years' experience in teaching/working with developmentally disabled and/or special needs population.

**PHYSICAL DEMANDS**

* **Endurance – Moving About: Frequently** (1/3 to 2/3 of the time) Move from location to location, up to .5 miles or more at a time. Ability to drive walk for at least one hour; to lift at least ten pounds; to assist adults in activities of daily living who are non-ambulatory
* **Specific Examples Include but are not limited to:** Move about the facility site to monitor the consumers and inspect the facility/ Moves between the residential facility and other locations where applicable to accompany consumers with their daily chores/activities.
* **Endurance-Overall Strength:** Some sedentary work. Bending, lifting, and squatting, with objects weighing up to 40 lbs. Must be able to handle consumers with physical impairment problems. Exerts force and or lifts or carries objects weighing up to 40 pounds occasionally.
* **Climbing:** Periodic – Does not occur every shift, ascend and descend stairs to make rounds of the building. Driveway incline is an uneven surface frequently used to access required work areas.

 

**ENVIRONMENTAL CONDITIONS**

* **Location:** Inside/Outside - Work is predominately inside and generally provides protection from weather conditions and temperature changes. Outdoors accompanying consumers to assist with daily chores/activities.
* **Stairs/Steps:** Periodic – Does not occur on every shift. Ascend and descend stairs, steps or similar uneven surfaces to access any required work area or other areas related to functioning in the workplace."
Retail Systems Administrator,Peet's Coffee,"Emeryville, CA, USA","**Who We Are**

Peet’s is the original craft coffee company. Founded in 1966 by Dutch immigrant Alfred Peet, the company remains true to its roots in the Pursuit of Better Coffee. Sourcing only the best, highest quality beans, carefully roasting in small batches, packaging, and delivering direct to more than 15,000 stores and partners to ensure freshness, and perfecting the craft of drink making in our 200+ coffee bars, we continuously build on our deep expertise and heritage to deliver great coffee. Now, in the midst of an exciting period of growth, Peet’s is focused on sharing our passion – in offices, on campus, in grocery or specialty stores - anywhere coffee lovers live, work, or play.

 

The **Retail Systems Administrator** provides system technical review, support, and design recommendations for new and existing retail applications and interfaces. This person plays a key role in the design, architecture, and support for packaged implementations and will be a member of the Retail IT Team. They will work in conjunction with other teams to deliver the best possible solutions. This requires the ability to translate business requirements into technical solutions.

**What You Will Do**

Retail Systems Administration

* Installs, configures, and troubleshoots POS and related coffee bar systems
* Maintains interfaces for retail system environment
* Creates, maintains, and revises technical documentation
* Updates and communicates to Operations team and other stakeholders when required
* Thorough understanding of desktop, server, and network hardware environments
* Creates and maintains strong system controls and user permissions
* Evaluate current business processes and identify ways to improve productivity, reduce costs, and ensure that resources are effectively being utilized
* Knowledgeable of compliance standards such as PCI

 

New System Deployments

* Design and document network architecture for new projects and existing infrastructure
* Provide deployment engineering support

 

Other Responsibilities

* Manage vendor support relationships, contracts, purchases, and design initiatives
* Provide on-call emergency 24/7 technical support as necessary
* Interface/liaise with Infrastructure, BI, Digital, ERP, and Store teams on technical tasks and initiatives – specifically around the following systems/applications:
+ Aloha CMC/CFG
+ QSR Automations (KDS)
+ eRestaurant
+ Paytronix
+ UltiPro
+ Kronos Device Manager
+ Kronos Workforce Manager
+ Olo
+ Meraki Dashboard
+ NCR Connected Payments
+ Okta

 

Other duties as assigned.

**Who You Are**

* College degree in related field or relevant experience
* 5+ years network and security engineering experience
* Experience configuring, implementing, and maintaining the following:
+ POS (Point of Sale)
+ Payment devices
+ KDS (Kitchen Display System
+ Online ordering
+ Cisco Meraki Dashboard
+ Windows OS
+ Okta

* Ability to contribute to the design and deployment of architected retail systems and platforms
* Ability to maintain and configure systems using tools such as BatchPatch, Acronis, BigFix, InTune, Workspace One (Airwatch)
* Ability to troubleshoot and resolve problems using appropriate tools
* Understand and apply Payment Card Industry Data Security Standard (PCI-DSS)
* Must have excellent verbal and written communication skills
* Ability to work efficiently in a collaborative team environment
* Proficient time management and organizational skills
* Must be detail-oriented, organized, and able to effectively perform multiple tasks
* Must demonstrate effective problem-solving skills
* Experience in working as a single point of contact, and making critical decisions as needed with little or no supervision
* Flexible and adaptable to change
* Excellent documentation skills, including using Visio or draw.io for network diagrams
* Proficient in MS Office: Excel, Word, Outlook, Power Point and other Window and Mac software tools
* Time management skills, strong ability to multi-task, follow up and manage competing priorities independently
* Ability to establish and work with cross-functional teams
* Ability to work effectively within a team environment and independently
* Ability to work flexible schedule during weekdays and weekends as necessary

***Peet’s Home Office is a Hybrid worksite, which requires any Home Office employees to work onsite (Emeryville, CA) 3 days a week with the exception of any fully-remote role.***

 

*At Peet’s we hire the best people and are committed to supporting our employees and rewarding them for their work. The target annual base salary range for this position is **$102,000-125,000**. The actual base salary offered depends on a variety of factors, which may include, as applicable, the applicant’s qualifications for the position; years of relevant experience; specific and unique skills; level of education attained; certifications or other professional licenses held; other legitimate, non-discriminatory business factors specific to the position; and the geographic location in which the applicant lives and/or from which they will perform the job. Peet’s offers a generous benefits package to full-time employees, which includes comprehensive health, dental and vision plans; a superior 401(k) plan, various paid time off programs; employee discount/perks; life insurance; disability insurance; flexible spending accounts; and an employee referral bonus program.*"
Security Officer - Seasonal - Alcatraz,Alcatraz Cruises,"San Francisco, CA, USA","The **Security**/Safety agent is the predominant presence in the Landing area and has the ... Make **data**-driven, fact-based decisions. \* Be decisive with 80:100 solutions (80% right, 100 ..."
Security Officer - Seasonal - Alcatraz,Hornblower,"San Francisco, CA, USA","The **Security**/Safety agent is the predominant presence in the Landing area and has the ... Make **data**-driven, fact-based decisions. \* Be decisive with 80:100 solutions (80% right, 100 ..."
Fleet Service Technician,Brinks,"Oakland, CA, USA","Send completed paperwork to Fleet **Data** Entry based on company standards and guidelines \* Maintain ... About Brink's Brink's is the global leader in **security** and logistics services, trusted by banks ..."
Project Engineer/Project Manager,Davey Resource Group,,
Professional Services Engineer,Vivitec,"Crestview Hills, KY",
Part-Time Store Cashier/Stocker,ALDI,"Cincinnati, OH",
Project Manager - Sales,Hamilton Security,"Milford, OH",
Customer Service Coordinator - Dispatching,Hamilton Security,"Milford, OH",
Data Entry,Gibson Property Group,"Cincinnati, OH",
Network Engineer,"TeamSoft, Inc - a Peoplelink Company","Cincinnati, OH",
Full-Time Store Associate,ALDI,"Cincinnati, OH",
Production Assembler,Hamilton Security,"Milford, OH",
Cost Estimator,Hamilton Custom Made Security,"Milford, OH",
Title Clerk,Beechmont Ford,"Cincinnati, OH",
Capsule Device Integration Consultant,Impulse Strategic Solutions,United States,
Maintenance Technician,Confidential,"Cincinnati, OH",
Clinical Supervisor (LISW/LPCC) - Warren County,Talbert House,"Lebanon, OH",
"Case Manager, Immigration - Bilingual Spanish",The GEO Group,"Blue Ash, OH",
Data Entry Specialist,"Benefits All In, LLC","Cincinnati, OH, USA","**Benefits:**  
* Hybrid work schedule
* 401(k)
* 401(k) matching
* Competitive salary
* Dental insurance
* Health insurance
* Opportunity for advancement
* Paid time off
* Training & development

  
**Position Overview**  
**Benefits All In**, located minutes from downtown Cincinnati, is a healthcare consulting firm that specializes in helping employers build better programs to support the unique insurance needs employees may have. We pride ourselves on giving families expert knowledge and resources that provide peace of mind and ultimately make healthcare more affordable. Benefits All In has a passion for reducing barriers and changing lives.  
  
We are currently seeking a **Data Entry Specialist** to join our rapidly growing team. This role oversees data management by updating and maintaining information in company databases and computer systems. You will be responsible for maintaining accurate, up-to-date, and usable information in all systems. Our ideal candidate has essential data entry skills, an eye for detail, and familiarity with Benefit Admin platforms, spreadsheets, and online forms.  
  
Benefits All In highly values its employees and is looking for someone to add to their strong and collaborative team. You will enjoy a positive work environment as well as a hybrid work schedule with the attitude to get things accomplished and help others.  
  
**Key Responsibilities**  
  
 Work on a variety of cases within Salesforce and ensure proper Data Management by uploading change imports, census files, uploading claims, medical data, client information**,** new hire HNA, terminations, etc.  
 Work within BAIs Benefit Administrative platform, Selerix, to ensure that change files for current cases that BAI is the Benefits Administrator and census file imports are completed and accurate  
 Review data for deficiencies or errors, correct any incompatibilities if possible and check output  
 Comply with data integrity and security policies  
  
**Requirements**  
  
 2+ years of experience in a Data Entry role or related office experience  
 Associates degree preferred  
 Expert computer literacy skills (typing, data entry, Microsoft Office suite, and managing email)  
 Experience in Salesforce and OneDrive/SharePoint  
 Excellent written and oral communication along with strong time management and organizational skills  
 **Desired Attributes**  
  
 Experience in Benefit Administrative platforms preferred  
 Strong knowledge of insurance concepts (e.g., deductible, coinsurance, premiums, risk management)  
 Ability to establish goals and manage time to ensure completion of them  
 Self-motivated and take initiative  
 Comfortable working in a fast-paced environment   
  
**Benefits include a competitive base salary, being part of a growing company, as well as a competitive and comprehensive benefits package including 401k, attractive healthcare coverage, dental, vision, and employer-paid life insurance, ample paid time off, and a hybrid work schedule.**"
Facility Maintenance Technician- 2nd Shift,HBC Facility Management,"Cincinnati, OH, USA","**Location- Downtown Cincinnati**

**Work Schedule- 3pm - 11pm on Tuesday, Wednesday, Thursday, Friday, and Saturday.**


**Facility Maintenance Technician- Primary Duties and Responsibilities-**

* Provide shift coverage and operational support for all facilities systems, including HVAC, mechanical, electrical, plumbing, and fire, life, and safety.
* Perform routine preventative maintenance on HVAC, Generators and Power systems.
* Perform equipment rounds, and service requests as directed and in accordance with the company CMMS (Computerized Maintenance Management System).
* Perform emergency repairs as needed.
* Become proficient with operating several building automation and SCADA systems.
* Respond to customer inquiries in a timely and professional manner.
* Support vendors on preventive maintenance and repair activities.
* Assist site with emergency situations (fire alarms, power outages, environmental spills).
* Comply with all company, safety, and security policies and procedures.
* Perform other duties as assigned.
* Maintain a clean and safe workplace.

**Qualifications-**

* \*Must be able to pass a criminal background check and drug test.
* High school graduate or equivalent.
* Strong mechanical aptitude and troubleshooting skills.
* Proficient writing & communication skills.
* Ability to safely use hand tools, and power tools.
* Ability to use Windows based computers.
* Ability to read HVAC, electrical, plumbing, and architectural drawings.
* EPA Refrigerant Certification(s) a plus.
* Trade school degree or certificate in mechanical, electrical, or controls disciplines a plus.
* Three years of building operating experience, and data center experience preferred.

**Physical Work Abilities and Requirements-**

* Walking frequently, throughout large facilities.
* Must be able to lift a minimum of 50 lbs.
* Climbing stairs and navigating rooftops to access equipment.
* Using ladders and man lifts, working from heights.

**Other Information-**

* We provide parking, uniforms, all tools and on the job training."
Program Assistant,Transportation Security Administration,"Hebron, KY, USA","Summary Securing Travel, Protecting People - At the Transportation **Security** Administration, you ... Compiling, tracking, and analyzing **data**. Applying analytical techniques and methods to perform a ..."
HSPD-12: Government Badging & Credentialing Specialist (Cincinnati - REF1532K),Citizant,"Cincinnati, OH, USA","Company Description  
  
Citizant is a leading provider of professional IT services to the U.S. government. We seek to address some of our country’s most pressing challenges in the areas of Agile application development, Enterprise Data Management, Enterprise Architecture, and Program Management support services – focusing on the U.S. Departments of Homeland Security and Treasury. We strive to hire only ethical, talented, passionate, and committed “A Players” who already align with the company’s core values: Drive, Excellence, Reputation, Responsibility, and a Better Future. No matter how large we grow, Citizant will retain its collaborative, supportive, small-company culture, where successful team effort to address external and internal customer challenges is valued above all individual contributions.

Job Description  
  
**Salary Range: $37,300 - $44,500 (depending on experience).**

**Duties and Responsibilities:**

**Enrollment Process Management:** 

* Schedule appointments and/or service walk-ins for Personal Identity Verification (PIV) Card Activations, Enrollments, Certificate Updates and PIN Resets.
* Answering phone calls/email inquiries for all things related to PIV credentials and access control matters.
* Coordinate and conduct the enrollment process for PIV cards, including verifying the identity of applicants and collecting required documentation.
* Manage appointments and schedules to accommodate a steady flow of applicants while maintaining efficiency and accuracy.

**Documentation and Data Collection:**

* Accurately collect and document personal information, biometric data (such as fingerprints), and other necessary details from applicants.
* Ensure that all required documents and forms are properly completed and submitted according to established guidelines.

**Verification and Authentication:**

* Verify the authenticity of provided documents and information to prevent fraudulent enrollment attempts.
* Use approved verification methods to ensure the identity of applicants before proceeding with the enrollment process.

**Data Security and Privacy:**

* Handle sensitive personal information with the utmost discretion and adhere to data protection regulations and organizational security protocols.
* Maintain the security and integrity of collected data and prevent unauthorized access or disclosure.

**Communication:**

* Communicate clearly and professionally with applicants, explaining the enrollment process, required documents, and any additional steps they need to follow.
* Provide excellent customer service to address questions and concerns related to the enrollment process.
* Escalation management, as it involves listening, understanding, and responding to customer needs and expectations.
* De-escalated problematic customer concerns, maintaining calm, friendly demeanor.

**Recordkeeping:**

* Maintain accurate records of the enrollment process, including documentation of each applicant's information, enrollment date, and any issues encountered.
* Prepare and maintain spreadsheets tracking status of new applicant, contractor, and federal employee files.

**Compliance and Training:**

* Stay up to date with relevant policies, regulations, and procedures related to PIV card enrollment.
* Participate in training sessions to enhance knowledge of enrollment processes, data security practices, and customer service skills.

Qualifications  
  
**Required Competencies:**

* Experience with Microsoft Excel for data management, coordination, and reporting.
* Ability to adapt to changing security procedures and requirements.
* Prior experience in a similar role, customer service, or administrative position may be advantageous.
* Attention to detail and strong organizational skills.
* Excellent interpersonal and communication skills.
* Ability to handle confidential information with discretion.
* Perform other job-related duties as assigned.

**Education:**

* High School diploma, GED certification

**Clearance Requirement:**

* US Citizenship required.
* Active Public Trust/MBI clearance or the ability to obtain one.

  
  
Additional Information  
  
Citizant strives to be an employer of choice in the Washington metropolitan area. Citizant associates accept challenging and rewarding work and in return receive excellent compensation and benefits, as well as the opportunity for personal and professional development.  
  
 Citizant is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
"Contract Laboratory Technicians - Cincinnati, OH","On Line Design, Inc.","Cincinnati, OH, USA","On Line Design, Inc. is assisting our Fortune 100 CPG customer with recruiting full-time and part-time contract Laboratory Technicians.

Duties & Responsibilities:

* Sample preparation, testing, and data analysis.
* Ability to make observations, create, and trouble-shoot laboratory test methods, and record observations in a laboratory notebook.
* Take direction from team members to make small batches and operate test equipment as necessary.
* Must be able to perform routine testing and work with specific instrumentation.

Qualifications:

* Requires general laboratory skills - use of balances and small equipment operation. 1-3 years in a laboratory setting.
* Proficiency in Office 365, Excel, PowerPoint, Word, and Outlook.
* High school diploma at a minimum; may require further education depending on specific role and skills needed.

*Online Design, Inc. is an equal opportunity employer and does not discriminate based on age, race, religion, color, sex, national origin, marital status, physical or mental disability, genetics, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.*"
Sr. Information Security Specialist,U.S. Bank,"Cincinnati, OH, USA","Will leverage **data** **security** as an opportunity to enhance controls, improve training or re-engineer business processes. Will review circumstances surrounding **data** **security** risks and partner with ..."
"ERP Business Analyst, Data Scientist","Gateway Recruiting, INC.","Cincinnati, OH, USA","**POSITION PURPOSE / SUMMARY:**

We are seeking a skilled and versatile professional to join our team in the role of Data Scientist and ERP Business Analyst. This role combines the expertise of a data scientist with the responsibility of overseeing and optimizing our Enterprise Resource Planning (ERP) system in strong coordination with the Group IT. The ideal candidate will have a strong background in data science, statistical analysis, and machine learning, coupled with hands-on experience in managing business processes (Offer to Cash -OTC) within the ERP systems. The candidate will concentrate on enhancing the US region's capacity to foster a culture of data-driven decision-making, promoting widespread access to data, implementing best practices in data management, and transforming the data practice to incorporate predictive analytics.

 

**KEY RESPONSIBILITIES:** 

* Utilize advanced statistical techniques and machine learning algorithms to analyze large datasets and derive actionable insights (preferred with Microsoft standard tools.)
* Develop predictive models and algorithms to enhance decision-making processes.
* Lead the administration of requirements, and continuous improvement of the local ERP/IT systems in strong coordination with the Group IT to meet organizational needs as local project manager.
* Collaborate with cross-functional teams to ensure seamless integration with business processes.
* Enforce the data governance policies to ensure accuracy, consistency, and security of data within the ERP system.
* Define and maintain data quality standards in collaboration with stakeholders.
* Design and create reports, dashboards, and visualizations to present key performance indicators and trends.
* Ensure stakeholders have access to real-time, accurate, and meaningful data.
* Manage and coordinate ERP system upgrades, patches, and maintenance activities as determined by the Group IT.
* Troubleshoot and resolve technical issues “first level support” related to the ERP system.
* Provide training to Key users on effective use of the ERP system.
* Serve as a point of contact for user support, addressing issues and ensuring smooth system operation.
* Ensure security measures to protect sensitive data within the ERP system.
* Ensure compliance with relevant data protection and privacy regulations.
* Stay abreast of industry trends, emerging technologies, and best practices in data science and ERP systems.
* Identify and help resolve data quality issues.
* Ensures quality of master data and develops and document processes to support and maintain data integrity.
* Conduct system testing, integration testing, and user acceptance testing to ensure successful implementation of process improvements.
* Design and implement process automation of existing and new operating models that will achieve growth and productivity.

 

**SKILLS AND QUALIFICATIONS:** 

* Bachelor's or higher degree in Data Science, Computer Science, Information Systems, or a related field.
* Proven experience in data science, statistical analysis, and machine learning.
* Hands-on experience with ERP systems in a manufacturing environment (Microsoft Dynamics preferred).
* Strong programming skills (e.g., Python, R) and proficiency in data manipulation and analysis tools.
* Excellent problem-solving skills and attention to detail.
* Effective communication skills to convey complex technical concepts to non-technical stakeholders.
* Experience with fit-gap analysis, process improvement, and end-user training.
* Project management skills and the ability to lead cross-functional teams.

 

Powered by JazzHR

FMDVbjFVE1"
