title,company,location,description
Honeywell FM&T/Kansas City National Security Campus – IT and Technical Intern,Honeywell,"Kansas City, MO","### **Design solutions to drive safe living and quality of life**


The future is what you make it.  

When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers and doers who make the things that make the future. That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars. Working at Honeywell isn’t just about developing cool things. That’s why all our employees enjoy access to dynamic career opportunities across different fields and industries.


Are you ready to help us make the future?  

Honeywell is hiring Summer 2024 Interns to join our technology teams. Are you ready to get inspired as you take on impactful projects, build business skills and interact with leadership? You’ll help solve real-world challenges. Internships at Honeywell prepare you for the future. You’ll work with leaders in your field on meaningful projects that directly relate to key Honeywell business goals.

**PLACEMENT OPTIONS**

* Software Engineer/Developer
* Systems Engineer
* IT Specialist
* Cyber Security Engineer
* Data Analyst
* Controls Engineer
* Systems Analyst
* Systems Architect


Applicants must be US Citizens and be able to obtain and maintain a security clearance.


This position is located in Kansas City, MO/KS and Albuquerque, NM

**YOU MUST HAVE**

* Due to US Export Control Laws, must be a US citizen, permanent resident or have a protected status
* Must be pursuing a Bachelor’s or Master’s degree program in Computer Science, Computer Engineering, Information Technology, Data Science, Cyber Security or MIS
* Must graduate after December 2024
* Must continue enrollment in degree program upon completion of the internship
* FM&T - you must be a US Citizen and be able to obtain a Security Clearance

 **WE VALUE**

* Passion for using, developing, analyzing, and learning about new technologies
* Foundational business acumen and desire to improve your business knowledge
* Excellent oral and written communication skills
* Ability to work with multi-functional teams to meet expectations of internal and external customers
* Motivated problem solver
* Validated academic excellence (3.0 GPA and higher)

  

HoneywellURNAM

### **Additional Information**

* **JOB ID:** req404799
* **Category:** Information Technology
* **Location:** 14520 Botts Road,Kansas City,Missouri,64147,United States
* Nonexempt


Honeywell is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, religion, or veteran status."
Commercial Real Estate Intern - Lange Real Estate *Summer 2024*,Lange Real Estate,"Wichita, KS, USA","What You Can Expect Working in the Real Estate Intern PositionThe Real Estate Intern will work directly with the brokerage and property management teams to learn and understand the commercial real estate market. The Real Estate Intern will perform support functions of this position, learn real estate contracts, leases, eviction plans, and other legal documentation. 

**About our Summer Internship Program**

Join our summer internship program, spanning from May 20th to August 16th. Gain invaluable experience through meaningful projects alongside our innovative, solutions-driven teams. Elevate your professional growth with opportunities for professional development, senior leadership Q&A, volunteer initiatives, networking/social events, and more! 

Responsibilities* Perform the preparation duties and showings of properties, commercial for sale and/or for lease.
* Review and prepare real estate contracts.
* Become familiar and assist with the operation of the Crexi and other Real Estate systems and software.
* Perform sales techniques to be able to convert a lead to a sale or lease.
* Assist with the marketing strategies for the commercial brokerage.
* Support and work in coordination with the real estate brokerage team to drive listing and Lange RE presence.
* Shadow and work directly with Commercial Real Estate agents to understand market best practices.
* Promote and hold others accountable for a safe working environment.
* Observe safety and security procedures.

Minimum Qualifications* Must be proficient in Microsoft Office Products, including Word, Excel and Outlook.
* Must be proficient in Social Media accounts.
* Must have reliable transportation and a valid driver’s license.

Work EnvironmentThe physical demands and work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

* Sedentary work. Exerting up to 10 pounds of force occasionally and/or negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects, including the human body. Sedentary work involves sitting most of the time. Jobs are sedentary if walking and standing are required only occasionally and all other sedentary criteria are met.
* The worker is required to have close visual acuity to perform an activity such as: preparing and analyzing data and figures; transcribing; viewing a computer terminal; extensive reading; visual inspection involving small defects, small parts, and/or operation of machines (including inspection); using measurement devices; and/or assembly or fabrication parts at distances close to the eyes.
* The worker is not substantially exposed to adverse environmental conditions (such as in typical office or administrative work.)
* The worker can expect to spend most of their workday to spent communicating with individuals via phone.

*We are an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test. This employer uses E-Verify.*

*This position requires use of information which is subject to the International Traffic in Arms Regulations (ITAR) and/or the Export Administration Regulations (EAR). Non-U.S. persons selected must meet eligibility requirements for access to export-restricted information. The ITAR/EAR defines a U.S. person as a U.S. Citizen, U.S. Permanent Resident (i.e. 'Green Card Holder'), Political Asylee, or Refugee.*

If you require reasonable accommodation in completing an application, interviewing, completing any pre-employment testing, or otherwise participating in the employee selection process, please provide a brief description of your reasonable accommodation to accommodations@lange.us.com

Department/Division: Lange Real Estate

Reports to: Commercial Real Estate Manager

Location: Wichita, KS

Position Type/Hours: Part-time | M-F | Hybrid Schedule

Overtime: Approved Time Only

Travel Requirement: Less than 5%  
FLSA Status: Non-Exempt

  


About The CompanyRooted in real estate, an industry the company has been involved in since 1986, LANGE has constantly evolved to continue to meet the growing needs of those it serves. Today, the company has branches in portable storage, blast-resistant buildings, asset-based financial solutions and diversified leasing programs. However, through it all, LANGE has remained true to its guiding purpose of providing unique, industry-leading products and services while doing so with integrity and a commitment to its growing family of employees.

For more information, visit https://lange.us.com/companies/"
Research and Engineering Intern,Jumio,"Lenexa, KS, USA",... **security** of our solutions while learning valuable skills. Example Responsibilities: \* Assist in ... Applicant Data Privacy We will only use your personal **information** in connection with Jumio ...
Electrical Engineering Intern (Fall 2024),Qualus,"El Dorado, KS, USA","... modernization, resiliency, **security**, and sustainability. The firm partners with utilities ... genetic **information**, political affiliation, or any other status protected by the laws or ..."
Police Department Intern,City of Shawnee,"Shawnee, KS, USA",The **intern** will be provided with all of the safety rules and equipment necessary before engaging in ... Completion of all **Information** **Security** documentation \* US Citizenship Benefits : \* Paid internship ...
Internship - Investments - Reconciliation Intern,Security Benefit,"Topeka, KS, USA","**Security** Benefit is searching for a Trade Operations **Intern** to join our team. This position will ... **information**, assessing impact, and executing appropriate actions as per established guidelines"
Service Desk Intern,Henderson Engineers,"Overland Park, KS, USA","As an **intern**, you'll have exposure to all facets of our firm not just the engineering component ... You deserve **it!) Financ**ial Wellness & Coaching Program (Financial **security** makes you a happier team ..."
TCALC Health Care Student Intern (Phlebotomist) - Talent Acquisition - Evergreen,Stormont Vail Health,"Topeka, KS, USA",EVERGREEN Job **Information** Exemption Status: Non-Exempt A Brief Overview The TCALC Student **Intern** is ... Potential rotations could include: • Marketing • **Security** • Food Service Education ...
Retail Pharmacy Intern,"Hy-Vee, Inc.","Prairie Village, KS, USA",... **information** into the computer \* Works with co-workers as a team to ensure strict adherence to ... Follows **security** and regulatory procedures including Quality Assurance Programs \* Maintains ...
IT Network Engineer Intern,"Garmin International, Inc.","Olathe, KS, USA","Overview We are seeking a full-time **IT Networ**k Engineer **Intern** in our Olathe, KS location. In this ... Learn about SOX, PCI, and other regulatory or **security** requirements and partner with a mentor or ..."
Pharmacy Student Intern (P1 & P2) - Pharmacy - PRN,Stormont Vail Health,"Topeka, KS, USA",Job **Information** Exemption Status: Non-Exempt A Brief Overview Supports Pharmacy Technicians and ... Workspace is a quiet and distraction-free allowing the ability to comply with all **security** and ...
Pharmacy Student Intern (P1) - Pharmacy - PRN,Stormont Vail Health,"Topeka, KS, USA",Job **Information** Exemption Status: Non-Exempt A Brief Overview Supports Pharmacy Technicians and ... Workspace is a quiet and distraction-free allowing the ability to comply with all **security** and ...
Pharmacy Student Intern (P2) - Pharmacy - PRN - Variable - #9460,Stormont Vail Health,"Topeka, KS, USA",Ability to effectively present **information** and respond to questions from groups of managers ... Workspace is a quiet and distraction-free allowing the ability to comply with all **security** and ...
Pharmacy Student Intern (P2) - Pharmacy - PRN - Variable - #9458,Stormont Vail Health,"Topeka, KS, USA",Ability to effectively present **information** and respond to questions from groups of managers ... Workspace is a quiet and distraction-free allowing the ability to comply with all **security** and ...
Pharmacy Student Intern (P2) - Pharmacy - PRN - Variable - #9459,Stormont Vail Health,"Topeka, KS, USA",Ability to effectively present **information** and respond to questions from groups of managers ... Workspace is a quiet and distraction-free allowing the ability to comply with all **security** and ...
Pharmacy Student Intern (P2) - Pharmacy - PRN - Variable - #9457,Stormont Vail Health,"Topeka, KS, USA",Ability to effectively present **information** and respond to questions from groups of managers ... Workspace is a quiet and distraction-free allowing the ability to comply with all **security** and ...
IT Infrastructure Intern,Heaven Hill Brands,"Louisville, KY, USA","**This is a paid internship that is part of Heaven Hill's Summer Internship Program (May-August).** ****The role is an office / hybrid position, with the ideal candidate located in the Greater Louisville area.****  
**What the Role Is** 

As an Information Technology Intern, you will play a crucial role in managing file servers, ensuring efficient data organization, and facilitating the migration of files to a new location. Your responsibilities will involve working closely with file owners, assessing existing shares, and executing the migration process. This internship provides an excellent opportunity to gain practical experience in IT operations and enhance your technical skills.

As part of the Heaven Hill Summer Internship Program, you will directly support the organizations strategic goals through project work and business-critical assignments. We’re committed to providing valuable experience and professional development opportunities for students in our summer internship program. The summer experience consists of networking, intern development sessions & workshops, tours of Heaven Hill facilities, social events and more! 

**How You Will Spend Your Time?** 

* Share Assessment and Communication:
+ Collaborate with file owners to identify and document existing file shares on the server
+ Communicate effectively with stakeholders to understand their requirements and address any concerns related to file access and permissions

* File Server Migration:
+ Plan and execute the migration of files from the old server to SharePoint Online
+ Document the migration process and provide training or support to end-users

* Deprecating the Old Server:
+ Safely remove access to the old file server locations as shares are migrated
+ Decommission the old file server once the migrations are complete
+ Collaborate with the IT team to ensure a smooth transition for users
+ Update documentation and inform relevant parties about the server deprecation

* Performance Optimization:
+ Troubleshoot any issues related to file services and address them promptly

* Security and Compliance:
+ Maintain the security of file systems, ensuring data integrity and access control
+ Stay informed about security best practices and implement them as needed
+ Adhere to relevant data protection and privacy regulations

* Documentation:
+ Maintain detailed documentation of file server configurations, procedures, and policies

* Create or update documentation for the migration process

**Who You Are...** 

* Enrolled in a school of technology/engineering with an interest in Enterprise IT
* Familiarity with Windows environments and SharePoint
* Basic understanding of networking, Active Directory, and Exchange
* Organized, detail-oriented and dependable
* Experience with and/or exposure to infrastructure administration, hardware/software inventory management and incident response procedures desired

**Physical Requirements**  
While performing duties of job, employee is occasionally required to stand; walk; use hands and fingers to handle, or feel objects, and use of computer; reach with hands and arms. Employee must occasionally lift and/or move up to 10 pounds. 

  


*Heaven Hill and its affiliates are committed to fostering a diverse workforce as an Equal Employment Opportunity company. We invite applications from candidates of all backgrounds, without regard to race, religion, color, sex, sexual orientation, natural origin, gender identity or expression, age, disability, veteran status or any other legally protected characteristic.*"
"Housing Intern, Summer 2024",International Rescue Committee,"Louisville, KY, USA",REQUIREMENTS \* Ability to handle sensitive client **information** confidentially. \* Strong ... sensitive **security** protocols and other supportive benefits and allowances. Equal Opportunity ...
"Refugee Casework Intern, Summer 2024",International Rescue Committee,"Louisville, KY, USA","Helping clients follow up on status of important documents (e.g., social **security** cards ... REQUIREMENTS \* Ability to handle sensitive client **information** confidentially. \* Strong ..."
"Health & Wellness Intern, Summer 2024",International Rescue Committee,"Louisville, KY, USA",REQUIREMENTS \* Ability to handle sensitive client **information** confidentially. \* Strong ... sensitive **security** protocols and other supportive benefits and allowances. Equal Opportunity ...
Design Intern,Thermo King Chesapeake,"Lexington, KY, USA",Adhere to all company safety and **security** policies and procedures \* Some travel may be required to ... Moderate mobility required acquiring necessary **information** from other areas or departments
Design Intern,Trane Technologies,"Lexington, KY, USA",Adhere to all company safety and **security** policies and procedures \* Some travel may be required to ... Moderate mobility required acquiring necessary **information** from other areas or departments
Summer 2024 Digital Technology Intern,GE Appliances,"Louisville, KY, USA","**Information** technology is critical to the future of GE Appliances, a Haier Company (GEA) and ... **Security**/controllership \* GE Appliances will not sponsor applicants for work visas for this ..."
Office Intern,ADT Security Services,"Louisville, KY, USA","For more **information**, visit www.everonsolutions.com or follow us on LinkedIn. POSITION SUMMARY: The standard function of the position is to assist or work under close supervision of our business ..."
Fall 2024 Digital Technology Intern,GE Appliances,"Louisville, KY, USA","**Information** technology is critical to the future of GE Appliances, a Haier Company (GEA) and ... **Security**/controllership \* GE Appliances will not sponsor applicants for work visas for this ..."
Information Security Intern- Summer 2024,Airlines Reporting Corporation,"Louisville, KY, USA",ARC's **Information** **Security** **Intern** will have the opportunity to work within our **Security** Operations and Network Operations Department performing functions that include responding to **security** alerts ...
Co-Op/Intern - The Cabinet for Health and Family Services (CHFS),Commonwealth of Kentucky,"Frankfort, KY, USA","... more **information** on E- Verify, or if you believe that CHFS has violated its E-Verify ... Homeland **Security** (DHS) at 888-897-7781 or Minimum Requirements EDUCATION: NONE EXPERIENCE ..."
Co-Op/Intern - The Cabinet for Health and Family Services (CHFS),Kentucky Transportation Cabinet,"Frankfort, KY, USA","... more **information** on E- Verify, or if you believe that CHFS has violated its E-Verify ... Homeland **Security** (DHS) at 888-897-7781 or Minimum Requirements EDUCATION: NONE EXPERIENCE ..."
Co-Op/Intern - The Cabinet for Health and Family Services (CHFS),Kentucky.gov,"Frankfort, KY, USA","... more **information** on E- Verify, or if you believe that CHFS has violated its E-Verify ... Homeland **Security** (DHS) at 888-897-7781 or Minimum Requirements EDUCATION: NONE EXPERIENCE ..."
Process Control Information Technology Intern,Domtar,"Hawesville, KY, USA","... **security** posture, includingmonitoring Windows Patching and Anti-Virus status. This co-op ... **Intern** / Stagiaire"
Intern-Information Technology,CLARK Material Handling Company,"Lexington, KY, USA","**Intern**-**Information** Technology CLARK Material Handling Company, 700 Enterprise Drive, Lexington ... Must maintain high level of service while assuring strict **security**. Must be able to maintain ..."
"Corporate Management Audit IT Intern, Summer 2024",The Walt Disney Company (Corporate),"Glendale, CA","**About the Role & Program**

Imagine working side-by-side with industry leaders in your field of study. Imagine building upon the skills you’ve learned in the classroom through real-world hands-on work experience. Now imagine yourself in an Internship with Disney Corporate Management Audit. When your outstanding talents, our renowned legacy and the promise of an even brighter future unite, just imagine the stories you could be part of!


Management Audit is an independent, objective assurance and consulting department within The Walt Disney Company crafted to make valuable contributions, assess compliance, and improve the company's operations. This team is responsible for developing and implementing a worldwide, risk-based Internal Audit Plan for the Company, as well as monitoring and assessing the risks associated with the Company’s internal control environment, its adherence to Disney's policies and procedures, and its compliance with applicable legal and regulatory standards, including as it relates to the Company’s strategic objectives and growth plans. We are looking for a full-time intern to support the IT Audit sector of the team. **The approximate dates of this internship are June through August/September. There may be an opportunity to extend this internship through January 2025.**

**What You Will Do**

* Assist IT Audit Seniors and Managers with audit planning, fieldwork, documentation, and reporting tasks
* Develop IT auditing, information systems, and general analytical skills
* Work with Enterprise Resource Planning system (SAP) and other key systems to extract data and perform analytics using Excel, Access, and other tools
* Assist in preparation and presentation of various projects in assigned audit areas and provide solutions to problems as needed

**Required Qualifications & Skills**

* General IT and business process knowledge related to security, system development lifecycle, IT operations, access administration, change management, etc.
* Strong proficiency in Microsoft Office, with an emphasis in Excel and PowerPoint
* Excellent verbal and written communication skills
* Ability to adapt behavior and approach to different people and situations, including working well independently and with teams
* Maturity, self-confidence, and tactful assertiveness
* Experience or understanding of programming languages (VBA, VB, SQL, SQR, ACL, etc.), data flow diagrams, data analytics and common databases, networks, and operating systems

**Preferred Qualifications**

* Emphasis in Information Systems, Computer Science, Business Administration, or related field

**Education**

* Currently enrolled in an accredited college or university and taking at least one class, or be a recent graduate of an accredited college or university within the last six (6) months at time of application, or be currently participating in the Disney College Program, Disney Culinary Program or Disney Professional Internship Program

**Eligibility Requirements & Program Information**

* Candidates for this opportunity **MUST** meet all of the below requirements:
* Be at least 18 years of age
* Possess unrestricted work authorization
* Have not completed one year of continual employment on a Disney internship or Disney College Program

**Additional Information**

* The approximate dates of this internship are **June through August/September 2024**
* Fully available Monday through Friday for the duration of the internship; 40 hours each week
* Able to provide own housing and reliable transportation for the duration of the internship program in the **Glendale, CA area**. Also requires a working, reliable internet connection as well as a quiet, dedicated workspace.

  

The pay rate for this internship in CA is $21.70 per hour. Select benefits may be provided as part of the compensation package, such as medical, financial, and/or other benefits. To learn more about our benefits visit: https://jobs.disneycareers.com/benefits."
Information Security Intern,CTBC Bank Corp USA,"Los Angeles, CA","The Information Security Intern will assist the Information Security department with various tasks to protect and secure the Bank's assets and customers. This includes analyzing data, monitoring, developing reports, and assisting with information security projects including:

* Develop reports and reporting within the vulnerability management process
* Utilize Excel for aggregating and consolidating multiple sources and developing reports and insights
* Assist, design, and execute social engineering campaigns such as email phishing, phone phishing, and sms phishing
* Assist with user access reviews process
* May include designing and developing automation workflows
* Assist with audit requests
* QA daily log reports
* Review and update policies and procedures
* Design and enhance processes and procedures within information security processes
* Assist and support 3rd party risk management processes

**COMPENSATION:**

* The base pay range for this position is USD $17 per hour."
Cyber Threat Intelligence Intern,Tokio Marine HCC,"Encino, CA","**Cyber Threat Intelligence Intern**
Hybrid (On-premise 1 to 2 days per week)
**Job Description:**
You will play a key role in supporting the TMHCC Cyber Threat-Intelligence team in identifying emerging threats, wide-spread exploitations, and assessing our costumers’ risk exposure. You will provide assistance in the collection and tracking of technical threat trends and the subsequent development of detections and alerts, while learning technical skills, and gaining hands-on experience with both custom and widely used threat-hunting tools.
**Responsibilities:*** Contributes to customer remediation and technical support, and provides assistance to senior and junior analysts during engagements.
* Tracks recently discovered exploits and newly released critical vulnerabilities and contributes to the process of establishing remediation steps and vulnerability detection.
* Leverages threat intelligence tools to gather risk-exposure data to be used in written intelligence products.
* Other duties as assigned


**Qualifications:*** Current undergraduate (junior level) pursuing an interest in Cybersecurity, Computer Science, or a similar degree. Must have a 3.0 GPA.
* Familiarity with Information Security concepts, frameworks, and best practices.
* Introductory knowledge of multiple operating systems, system management tools, and network and endpoint security solutions.
* Understanding networking principles and general attack methodologies via previous work experience, classwork, or research projects.
* Highly motivated individual with initiative and excellent communication skills.

  

We are a successful, dynamic organization experiencing rapid growth and are seeking energetic and confident individuals to join our team of professionals. The Tokio Marine HCC group of companies is an equal-opportunity employer. Please visit **www.tmhcc.com** for more information about our companies.

#LI-BT1"
Information Assurance Intern,AeroVironment,"Simi Valley, CA","Worker Type
Supplemental  

Job Description  

Summary
The Information Assurance Intern will be presented with the opportunity to work with and be mentored by the Information System Security Manger in protection of computer systems, networks and information.
Position Responsibilities* Assist with configuration changes to comply with Risk Management Framework
	+ Assist to develop technical solutions and new security tools to help mitigate security vulnerabilities and automate repeatable tasks
* Participate in the systems development life cycle to ensure that the systems are designed with proper security features and safeguards
* Collaborate with Information System Security Manger (ISSM), System Administrators, and Network Administrators to ensure information systems remain compliant
* Participate in meetings and discussions to share ideas and insights for driving continuous improvement to security projects and initiatives
* Other duties as assigned


Basic Qualifications (Required Skills & Experience)* Currently enrolled and working on a 4-year degree in a related field (Information Technology, Computer Science.)
* 0 – 1 year of experience in a related field with experience working with technology related systems
* 3.0 GPA or higher preferred


Other Qualifications & Desired Competencies* Preferred CompTIA Security+ certification or equivalent
* Able to excel in a fast-paced, deadline-driven environment, where small teams share a broad variety of duties
* Familiar with Risk Management Framework (RMF), NIST 800-53, NIST-171
* Works well independently and interface with cross-functional disciplines
* Is a strong communicator who effectively articulates vision/mission to team
* Has effective problem-solving, analytical, interpersonal and communication skills


Physical Demands* Ability to work in an office and manufacturing environment (Constant)
* Able to climb ladders, stoop, kneel, twist, bend (Occasional)
* Ability to lift up to 50 pounds (Occasional)
* Ability to transition between sitting, standing, and walking for extended periods of time (Frequent)


Special Requirements* *U.S. Citizen, U.S. Permanent Resident (Green Card holder) or* *asylee/refugee status as defined by 8 U.S.C. 1324b(a)(3) required.*


The salary range for this role is:
$16 - $24
AeroVironment considers several factors when extending an offer, including but not limited to, the location, the role and associated responsibilities, a candidate’s work experience, education/training, and key skills.
ITAR Requirement:*This position requires access to information that is subject to compliance with the International Traffic Arms Regulations (“ITAR”) and/or the Export Administration Regulations (“EAR”). In order to comply with the requirements of the ITAR and/or the EAR, applicants will be asked to provide specific documentation to verify U.S. person status under the ITAR and the EAR. A “U.S. person” according to their definition is a U.S. citizen, U.S. lawful permanent resident (green card holder), or protected individual such as a refugee, or asylee. See 22 CFR § 120.15.* *Some positions will require current U.S. Citizenship due to contract requirements.*
Benefits: AV offers an excellent benefits package including medical, dental vision, 401K with company matching, a 9/80 work schedule and a paid holiday shutdown. For more information about our company benefit offerings please visit: http://www.avinc.com/myavbenefits.
We also encourage you to review our company website at http://www.avinc.com to learn more about us.
Principals only need apply. NO agencies please.
Who We Are
Based in California, AeroVironment (AVAV) is a global leader in unmanned aircraft systems (UAS) and tactical missile systems. Founded in 1971 by celebrated physicist and engineer, Dr. Paul MacCready, we’ve been at the leading edge of technical innovation for more than 45 years. Be a part of the team that developed the world’s most widely used military drones and created the first submarine-launched reconnaissance drone, and has seven innovative vehicles that are part of the Smithsonian Institution’s permanent collection in Washington, DC.
Join us today in developing the next generation of small UAS and tactical missile systems that will deliver more actionable intelligence to our customers so they can proceed with certainty – and succeed.
What We Do
Building on a history of technological innovation, AeroVironment designs, develops, produces, and supports an advanced portfolio of unmanned aircraft systems (UAS) and tactical missile systems. Agencies of the U.S. Department of Defense and allied military services use the company’s hand-launched UAS to provide situational awareness to tactical operating units through real-time, airborne reconnaissance, surveillance, and target acquisition.*AeroVironment Incorporated is an equal opportunity employer, M/F/D/V and works in compliance with both federal and state laws. We are committed to the concept regarding Equal Employment opportunity. Qualified candidates will be considered for employment regardless of race, color, religion, age, sex, sexual orientation, gender identity, national origin, marital status, medical condition nor disability, genetics, veteran and all others that may apply.*
ITAR
U.S. Citizenship required"
QA Engineer Intern (Network Security Software - System Test),"Keysight Technologies, Inc.","Calabasas, CA","Overview:

Keysight is on the forefront of technology innovation, delivering breakthroughs and trusted insights to the world's visionaries and innovators in electronic design, simulation, prototyping, test, manufacturing, and optimization. Our ~15,000 employees create world-class solutions in communications, 5G, automotive, energy, quantum, aerospace, defense, and semiconductor markets for customers in over 100 countries. Our technical solutions - and our methods for creating them - help connect and secure the world. Learn more about what we do and how we do it.  

  

  

In the world of social networking, big data and cloud computing, there is a lot happening under the layers of user interactions in terms of networks, routing and security. For the ones deep down one layer there is Ixia Group part of Keysight to test and secure the underlying networks. Our team of highly talented engineers work on bleeding edge technologies in an ever-changing high-speed Ethernet emulating real time application traffic and daily updated security threats against various network topologies and devices. If you are highly energetic, passionate to work on upcoming technologies in networking and communication domain, Ixia division of Keysight would like to welcome you aboard.  

Pilot a new tool that can dynamically classify and spot anomalies in the Network Statistics stored in the Breaking Point Network Test Tool. Work with the Software System Test team to improve our Application and Security assessment tool and test suite. You would configure and experiment with real-life high-end network security topologies in R&D environment and also take advantage of our network traffic emulator for L2-7 with thousands of predefined apps, 0 -day attacks, malware and security vulnerabilities.
Responsibilities:
* Help prototype and design a new AI based function that can classify and spot anomalies in the BreakingPoint results
* Help to test and implement automated processes for system tests assessment.
* Assist with debugging and testing various microservices containers and kubernetes pods.
* Assist with configuring network topologies (like Firewalls, NATs, Proxys, SLBs etc ) to emulate customer topologies and network traffic patterns.
* Assist with testing across a variety of parameters and topologies, including System Test Automation, Automated Regression Testing, System Tests for L4-7 networking.


Qualifications:
* Pursuing BS/MA in Computer Science, Computer Engineering and Cybersecurity
* Knowledge of the Ethernet OSI Layer 3-7 is a plus
* Automation knowledge (scripting language, automation harness). Preferred Python/TCL/Perl/REST.
* Knowledge about third NGFWs and SLBs devices like Fortinet, Palo Alto, F5 (certifications are a plus)
* Expertise in configuring third party network devices like Cisco, Arista switches and routers (certifications are a plus)
* Knowledgeable about tools and debug techniques (Wireshark, Ixia, automation harness)
* Ability to work and debug in Linux environment.
* Strong written and communication skills
* Experience with software containers and Kubernetes is a plus.

  

Keysight Internship Program Requirements


Candidates who wish to be considered must be enrolled in a accredited college/university as of September 2024. Applicants who have graduated before September 2024 will not be considered unless they are entering/applying to a MS or PHD program after graduating.

  

Visa Sponsorship is not available for this position. Candidates who now or at any point in the future require sponsorship for employment visa status (e.g., H-1B Visa status) may not be considered.

  

California Pay Range: $35.00 - $45.00 an hour


Based on experience, education and skills, most offers will be between the minimum and the midpoint of the Salary Range listed above.


Note: For other locations, pay ranges will vary by region.

  

Careers Privacy Statement
  

  

\*\*\*Keysight is an Equal Opportunity Employer.\*\*\*
  

  

Keysight Technologies Inc. is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other protected categories under all applicable laws."
